GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AD4BE001,NAME_M,AD4BM001
"G0500710","2011-2015",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Arkansas",0.4784,"Johnson County, Arkansas",0.0392
"G0500730","2011-2015",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Arkansas",0.5191,"Lafayette County, Arkansas",0.0483
"G0500750","2011-2015",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Arkansas",0.4304,"Lawrence County, Arkansas",0.0138
"G0500770","2011-2015",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Arkansas",0.4897,"Lee County, Arkansas",0.0282
"G0500790","2011-2015",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Arkansas",0.4899,"Lincoln County, Arkansas",0.0328
"G0500810","2011-2015",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Little River County, Arkansas",0.4301,"Little River County, Arkansas",0.0241
"G0500830","2011-2015",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Arkansas",0.4639,"Logan County, Arkansas",0.0194
"G0500850","2011-2015",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",0.3862,"Lonoke County, Arkansas",0.0095
"G0500870","2011-2015",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Arkansas",0.4452,"Madison County, Arkansas",0.0343
"G0500890","2011-2015",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Arkansas",0.4089,"Marion County, Arkansas",0.0233
"G0500910","2011-2015",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Arkansas",0.4418,"Miller County, Arkansas",0.0179
"G0500930","2011-2015",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Arkansas",0.4732,"Mississippi County, Arkansas",0.0162
"G0500950","2011-2015",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Arkansas",0.4860,"Monroe County, Arkansas",0.0285
"G0500970","2011-2015",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Arkansas",0.4341,"Montgomery County, Arkansas",0.0248
"G0500990","2011-2015",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, Arkansas",0.4523,"Nevada County, Arkansas",0.0334
"G0501010","2011-2015",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Arkansas",0.4359,"Newton County, Arkansas",0.0292
"G0501030","2011-2015",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita County, Arkansas",0.4693,"Ouachita County, Arkansas",0.0178
"G0501050","2011-2015",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Arkansas",0.4440,"Perry County, Arkansas",0.0469
"G0501070","2011-2015",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Arkansas",0.4979,"Phillips County, Arkansas",0.0229
"G0501090","2011-2015",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Arkansas",0.4456,"Pike County, Arkansas",0.0243
"G0501110","2011-2015",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Poinsett County, Arkansas",0.4258,"Poinsett County, Arkansas",0.0172
"G0501130","2011-2015",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Arkansas",0.4523,"Polk County, Arkansas",0.0462
"G0501150","2011-2015",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Arkansas",0.4392,"Pope County, Arkansas",0.0144
"G0501170","2011-2015",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Arkansas",0.4204,"Prairie County, Arkansas",0.0172
"G0501190","2011-2015",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",0.4907,"Pulaski County, Arkansas",0.0068
"G0501210","2011-2015",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Arkansas",0.4477,"Randolph County, Arkansas",0.0345
"G0501230","2011-2015",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francis County, Arkansas",0.4579,"St. Francis County, Arkansas",0.0238
"G0501250","2011-2015",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",0.3816,"Saline County, Arkansas",0.0111
"G0501270","2011-2015",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Arkansas",0.4272,"Scott County, Arkansas",0.0310
"G0501290","2011-2015",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Searcy County, Arkansas",0.4620,"Searcy County, Arkansas",0.0369
"G0501310","2011-2015",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",0.4982,"Sebastian County, Arkansas",0.0129
"G0501330","2011-2015",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Arkansas",0.4088,"Sevier County, Arkansas",0.0193
"G0501350","2011-2015",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp County, Arkansas",0.4047,"Sharp County, Arkansas",0.0176
"G0501370","2011-2015",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Arkansas",0.4879,"Stone County, Arkansas",0.0318
"G0501390","2011-2015",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Arkansas",0.4659,"Union County, Arkansas",0.0178
"G0501410","2011-2015",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Arkansas",0.4421,"Van Buren County, Arkansas",0.0153
"G0501430","2011-2015",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",0.4955,"Washington County, Arkansas",0.0141
"G0501450","2011-2015",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",0.4742,"White County, Arkansas",0.0248
"G0501470","2011-2015",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodruff County, Arkansas",0.4932,"Woodruff County, Arkansas",0.0346
"G0501490","2011-2015",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yell County, Arkansas",0.4271,"Yell County, Arkansas",0.0205
"G0600010","2011-2015",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alameda County, California",0.4702,"Alameda County, California",0.0031
"G0600030","2011-2015",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpine County, California",0.4583,"Alpine County, California",0.0495
"G0600050","2011-2015",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Amador County, California",0.4512,"Amador County, California",0.0298
"G0600070","2011-2015",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, California",0.4743,"Butte County, California",0.0098
"G0600090","2011-2015",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calaveras County, California",0.4565,"Calaveras County, California",0.0203
"G0600110","2011-2015",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Colusa County, California",0.4134,"Colusa County, California",0.0390
"G0600130","2011-2015",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Contra Costa County, California",0.4684,"Contra Costa County, California",0.0038
"G0600150","2011-2015",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Del Norte County, California",0.4749,"Del Norte County, California",0.0297
"G0600170","2011-2015",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"El Dorado County, California",0.4574,"El Dorado County, California",0.0083
"G0600190","2011-2015",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fresno County, California",0.4740,"Fresno County, California",0.0052
"G0600210","2011-2015",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Glenn County, California",0.5024,"Glenn County, California",0.0417
"G0600230","2011-2015",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, California",0.4575,"Humboldt County, California",0.0099
"G0600250","2011-2015",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Imperial County, California",0.4640,"Imperial County, California",0.0082
"G0600270","2011-2015",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Inyo County, California",0.4248,"Inyo County, California",0.0153
"G0600290","2011-2015",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kern County, California",0.4589,"Kern County, California",0.0045
"G0600310","2011-2015",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, California",0.4504,"Kings County, California",0.0126
"G0600330","2011-2015",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, California",0.4611,"Lake County, California",0.0135
"G0600350","2011-2015",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lassen County, California",0.4216,"Lassen County, California",0.0175
"G0600370","2011-2015",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Angeles County, California",0.5013,"Los Angeles County, California",0.0014
"G0600390","2011-2015",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera County, California",0.4509,"Madera County, California",0.0135
"G0600410","2011-2015",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marin County, California",0.5263,"Marin County, California",0.0079
"G0600430","2011-2015",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mariposa County, California",0.4552,"Mariposa County, California",0.0354
"G0600450","2011-2015",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mendocino County, California",0.4762,"Mendocino County, California",0.0185
"G0600470","2011-2015",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced County, California",0.4550,"Merced County, California",0.0085
"G0600490","2011-2015",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Modoc County, California",0.4518,"Modoc County, California",0.0379
"G0600510","2011-2015",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mono County, California",0.3645,"Mono County, California",0.0292
"G0600530","2011-2015",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monterey County, California",0.4614,"Monterey County, California",0.0089
"G0600550","2011-2015",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa County, California",0.4745,"Napa County, California",0.0115
"G0600570","2011-2015",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, California",0.4461,"Nevada County, California",0.0125
"G0600590","2011-2015",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, California",0.4670,"Orange County, California",0.0024
"G0600610","2011-2015",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Placer County, California",0.4390,"Placer County, California",0.0076
"G0600630","2011-2015",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumas County, California",0.4979,"Plumas County, California",0.0392
"G0600650","2011-2015",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Riverside County, California",0.4454,"Riverside County, California",0.0031
"G0600670","2011-2015",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sacramento County, California",0.4557,"Sacramento County, California",0.0036
"G0600690","2011-2015",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Benito County, California",0.4061,"San Benito County, California",0.0119
"G0600710","2011-2015",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Bernardino County, California",0.4429,"San Bernardino County, California",0.0035
"G0600730","2011-2015",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Diego County, California",0.4651,"San Diego County, California",0.0024
"G0600750","2011-2015",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco County, California",0.5202,"San Francisco County, California",0.0050
"G0600770","2011-2015",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Joaquin County, California",0.4492,"San Joaquin County, California",0.0053
"G0600790","2011-2015",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Luis Obispo County, California",0.4567,"San Luis Obispo County, California",0.0080
"G0600810","2011-2015",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo County, California",0.4883,"San Mateo County, California",0.0048
"G0600830","2011-2015",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara County, California",0.4807,"Santa Barbara County, California",0.0065
"G0600850","2011-2015",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara County, California",0.4662,"Santa Clara County, California",0.0034
"G0600870","2011-2015",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, California",0.4709,"Santa Cruz County, California",0.0075
"G0600890","2011-2015",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shasta County, California",0.4506,"Shasta County, California",0.0076
"G0600910","2011-2015",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, California",0.4697,"Sierra County, California",0.0503
"G0600930","2011-2015",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Siskiyou County, California",0.4583,"Siskiyou County, California",0.0158
"G0600950","2011-2015",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Solano County, California",0.4236,"Solano County, California",0.0060
"G0600970","2011-2015",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sonoma County, California",0.4565,"Sonoma County, California",0.0072
"G0600990","2011-2015",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanislaus County, California",0.4483,"Stanislaus County, California",0.0081
"G0601010","2011-2015",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutter County, California",0.4542,"Sutter County, California",0.0132
"G0601030","2011-2015",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tehama County, California",0.4367,"Tehama County, California",0.0112
"G0601050","2011-2015",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Trinity County, California",0.4720,"Trinity County, California",0.0279
"G0601070","2011-2015",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tulare County, California",0.4632,"Tulare County, California",0.0075
"G0601090","2011-2015",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuolumne County, California",0.4402,"Tuolumne County, California",0.0144
"G0601110","2011-2015",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ventura County, California",0.4433,"Ventura County, California",0.0057
"G0601130","2011-2015",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yolo County, California",0.4834,"Yolo County, California",0.0081
"G0601150","2011-2015",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",0.4233,"Yuba County, California",0.0169
"G0800010","2011-2015",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Colorado",0.4040,"Adams County, Colorado",0.0051
"G0800030","2011-2015",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamosa County, Colorado",0.5118,"Alamosa County, Colorado",0.0345
"G0800050","2011-2015",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",0.4649,"Arapahoe County, Colorado",0.0063
"G0800070","2011-2015",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Archuleta County, Colorado",0.4521,"Archuleta County, Colorado",0.0272
"G0800090","2011-2015",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Baca County, Colorado",0.4335,"Baca County, Colorado",0.0255
"G0800110","2011-2015",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bent County, Colorado",0.4515,"Bent County, Colorado",0.0370
"G0800130","2011-2015",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder County, Colorado",0.4754,"Boulder County, Colorado",0.0078
"G0800140","2011-2015",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",0.4246,"Broomfield County, Colorado",0.0153
"G0800150","2011-2015",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaffee County, Colorado",0.4132,"Chaffee County, Colorado",0.0308
"G0800170","2011-2015",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Colorado",0.3938,"Cheyenne County, Colorado",0.0314
"G0800190","2011-2015",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clear Creek County, Colorado",0.4744,"Clear Creek County, Colorado",0.0509
"G0800210","2011-2015",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Conejos County, Colorado",0.4495,"Conejos County, Colorado",0.0433
"G0800230","2011-2015",,,"Colorado","08","Costilla County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Costilla County, Colorado",0.5138,"Costilla County, Colorado",0.0480
"G0800250","2011-2015",,,"Colorado","08","Crowley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crowley County, Colorado",0.4501,"Crowley County, Colorado",0.0438
"G0800270","2011-2015",,,"Colorado","08","Custer County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Colorado",0.4470,"Custer County, Colorado",0.0383
"G0800290","2011-2015",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Colorado",0.4732,"Delta County, Colorado",0.0327
"G0800310","2011-2015",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver County, Colorado",0.5020,"Denver County, Colorado",0.0054
"G0800330","2011-2015",,,"Colorado","08","Dolores County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dolores County, Colorado",0.4780,"Dolores County, Colorado",0.0372
"G0800350","2011-2015",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",0.3996,"Douglas County, Colorado",0.0090
"G0800370","2011-2015",,,"Colorado","08","Eagle County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Eagle County, Colorado",0.4505,"Eagle County, Colorado",0.0234
"G0800390","2011-2015",,,"Colorado","08","Elbert County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Elbert County, Colorado",0.4095,"Elbert County, Colorado",0.0207
"G0800410","2011-2015",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso County, Colorado",0.4409,"El Paso County, Colorado",0.0075
"G0800430","2011-2015",,,"Colorado","08","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Colorado",0.4324,"Fremont County, Colorado",0.0139
"G0800450","2011-2015",,,"Colorado","08","Garfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Colorado",0.4185,"Garfield County, Colorado",0.0159
"G0800470","2011-2015",,,"Colorado","08","Gilpin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilpin County, Colorado",0.4218,"Gilpin County, Colorado",0.0564
"G0800490","2011-2015",,,"Colorado","08","Grand County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand County, Colorado",0.4010,"Grand County, Colorado",0.0469
"G0800510","2011-2015",,,"Colorado","08","Gunnison County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunnison County, Colorado",0.4159,"Gunnison County, Colorado",0.0211
"G0800530","2011-2015",,,"Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hinsdale County, Colorado",0.4219,"Hinsdale County, Colorado",0.0600
"G0800550","2011-2015",,,"Colorado","08","Huerfano County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Huerfano County, Colorado",0.4857,"Huerfano County, Colorado",0.0399
"G0800570","2011-2015",,,"Colorado","08","Jackson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Colorado",0.3958,"Jackson County, Colorado",0.0387
"G0800590","2011-2015",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Colorado",0.4337,"Jefferson County, Colorado",0.0048
"G0800610","2011-2015",,,"Colorado","08","Kiowa County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kiowa County, Colorado",0.4476,"Kiowa County, Colorado",0.0354
"G0800630","2011-2015",,,"Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kit Carson County, Colorado",0.4658,"Kit Carson County, Colorado",0.0596
"G0800650","2011-2015",,,"Colorado","08","Lake County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Colorado",0.3792,"Lake County, Colorado",0.0295
"G0800670","2011-2015",,,"Colorado","08","La Plata County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"La Plata County, Colorado",0.4264,"La Plata County, Colorado",0.0155
