GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AD4BE001,NAME_M,AD4BM001
"G1301690","2011-2015",,,"Georgia","13","Jones County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Georgia",0.4518,"Jones County, Georgia",0.0327
"G1301710","2011-2015",,,"Georgia","13","Lamar County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamar County, Georgia",0.4508,"Lamar County, Georgia",0.0230
"G1301730","2011-2015",,,"Georgia","13","Lanier County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lanier County, Georgia",0.4441,"Lanier County, Georgia",0.0328
"G1301750","2011-2015",,,"Georgia","13","Laurens County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,"Laurens County, Georgia",0.5216,"Laurens County, Georgia",0.0193
"G1301770","2011-2015",,,"Georgia","13","Lee County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Georgia",0.4278,"Lee County, Georgia",0.0295
"G1301790","2011-2015",,,"Georgia","13","Liberty County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Georgia",0.4153,"Liberty County, Georgia",0.0185
"G1301810","2011-2015",,,"Georgia","13","Lincoln County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Georgia",0.4747,"Lincoln County, Georgia",0.0360
"G1301830","2011-2015",,,"Georgia","13","Long County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,"Long County, Georgia",0.3727,"Long County, Georgia",0.0306
"G1301850","2011-2015",,,"Georgia","13","Lowndes County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lowndes County, Georgia",0.4809,"Lowndes County, Georgia",0.0126
"G1301870","2011-2015",,,"Georgia","13","Lumpkin County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lumpkin County, Georgia",0.4490,"Lumpkin County, Georgia",0.0266
"G1301890","2011-2015",,,"Georgia","13","McDuffie County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,"McDuffie County, Georgia",0.4689,"McDuffie County, Georgia",0.0213
"G1301910","2011-2015",,,"Georgia","13","McIntosh County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,"McIntosh County, Georgia",0.4744,"McIntosh County, Georgia",0.0439
"G1301930","2011-2015",,,"Georgia","13","Macon County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Georgia",0.4678,"Macon County, Georgia",0.0300
"G1301950","2011-2015",,,"Georgia","13","Madison County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Georgia",0.4213,"Madison County, Georgia",0.0182
"G1301970","2011-2015",,,"Georgia","13","Marion County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Georgia",0.4592,"Marion County, Georgia",0.0388
"G1301990","2011-2015",,,"Georgia","13","Meriwether County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,"Meriwether County, Georgia",0.4599,"Meriwether County, Georgia",0.0376
"G1302010","2011-2015",,,"Georgia","13","Miller County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Georgia",0.4612,"Miller County, Georgia",0.0345
"G1302050","2011-2015",,,"Georgia","13","Mitchell County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, Georgia",0.4508,"Mitchell County, Georgia",0.0219
"G1302070","2011-2015",,,"Georgia","13","Monroe County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Georgia",0.4798,"Monroe County, Georgia",0.0596
"G1302090","2011-2015",,,"Georgia","13","Montgomery County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Georgia",0.4682,"Montgomery County, Georgia",0.0242
"G1302110","2011-2015",,,"Georgia","13","Morgan County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Georgia",0.4468,"Morgan County, Georgia",0.0304
"G1302130","2011-2015",,,"Georgia","13","Murray County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,"Murray County, Georgia",0.4112,"Murray County, Georgia",0.0170
"G1302150","2011-2015",,,"Georgia","13","Muscogee County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,"Muscogee County, Georgia",0.4901,"Muscogee County, Georgia",0.0111
"G1302170","2011-2015",,,"Georgia","13","Newton County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Georgia",0.4187,"Newton County, Georgia",0.0131
"G1302190","2011-2015",,,"Georgia","13","Oconee County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,"Oconee County, Georgia",0.4354,"Oconee County, Georgia",0.0198
"G1302210","2011-2015",,,"Georgia","13","Oglethorpe County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,"Oglethorpe County, Georgia",0.4143,"Oglethorpe County, Georgia",0.0273
"G1302230","2011-2015",,,"Georgia","13","Paulding County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,"Paulding County, Georgia",0.3967,"Paulding County, Georgia",0.0171
"G1302250","2011-2015",,,"Georgia","13","Peach County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,"Peach County, Georgia",0.4447,"Peach County, Georgia",0.0205
"G1302270","2011-2015",,,"Georgia","13","Pickens County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pickens County, Georgia",0.4440,"Pickens County, Georgia",0.0274
"G1302290","2011-2015",,,"Georgia","13","Pierce County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Georgia",0.4833,"Pierce County, Georgia",0.0521
"G1302310","2011-2015",,,"Georgia","13","Pike County","231",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Georgia",0.4227,"Pike County, Georgia",0.0320
"G1302330","2011-2015",,,"Georgia","13","Polk County","233",,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Georgia",0.4683,"Polk County, Georgia",0.0402
"G1302350","2011-2015",,,"Georgia","13","Pulaski County","235",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Georgia",0.4499,"Pulaski County, Georgia",0.0328
"G1302370","2011-2015",,,"Georgia","13","Putnam County","237",,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Georgia",0.4652,"Putnam County, Georgia",0.0309
"G1302390","2011-2015",,,"Georgia","13","Quitman County","239",,,,,,,,,,,,,,,,,,,,,,,,,,,"Quitman County, Georgia",0.4109,"Quitman County, Georgia",0.0441
"G1302410","2011-2015",,,"Georgia","13","Rabun County","241",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rabun County, Georgia",0.5049,"Rabun County, Georgia",0.0288
"G1302430","2011-2015",,,"Georgia","13","Randolph County","243",,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Georgia",0.6237,"Randolph County, Georgia",0.1480
"G1302450","2011-2015",,,"Georgia","13","Richmond County","245",,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond County, Georgia",0.4836,"Richmond County, Georgia",0.0116
"G1302470","2011-2015",,,"Georgia","13","Rockdale County","247",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockdale County, Georgia",0.4149,"Rockdale County, Georgia",0.0118
"G1302490","2011-2015",,,"Georgia","13","Schley County","249",,,,,,,,,,,,,,,,,,,,,,,,,,,"Schley County, Georgia",0.4792,"Schley County, Georgia",0.0461
"G1302510","2011-2015",,,"Georgia","13","Screven County","251",,,,,,,,,,,,,,,,,,,,,,,,,,,"Screven County, Georgia",0.4758,"Screven County, Georgia",0.0281
"G1302530","2011-2015",,,"Georgia","13","Seminole County","253",,,,,,,,,,,,,,,,,,,,,,,,,,,"Seminole County, Georgia",0.4629,"Seminole County, Georgia",0.0305
"G1302550","2011-2015",,,"Georgia","13","Spalding County","255",,,,,,,,,,,,,,,,,,,,,,,,,,,"Spalding County, Georgia",0.4570,"Spalding County, Georgia",0.0145
"G1302570","2011-2015",,,"Georgia","13","Stephens County","257",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stephens County, Georgia",0.4596,"Stephens County, Georgia",0.0273
"G1302590","2011-2015",,,"Georgia","13","Stewart County","259",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stewart County, Georgia",0.4705,"Stewart County, Georgia",0.0306
"G1302610","2011-2015",,,"Georgia","13","Sumter County","261",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumter County, Georgia",0.4800,"Sumter County, Georgia",0.0174
"G1302630","2011-2015",,,"Georgia","13","Talbot County","263",,,,,,,,,,,,,,,,,,,,,,,,,,,"Talbot County, Georgia",0.5102,"Talbot County, Georgia",0.0417
"G1302650","2011-2015",,,"Georgia","13","Taliaferro County","265",,,,,,,,,,,,,,,,,,,,,,,,,,,"Taliaferro County, Georgia",0.4096,"Taliaferro County, Georgia",0.0273
"G1302670","2011-2015",,,"Georgia","13","Tattnall County","267",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tattnall County, Georgia",0.4648,"Tattnall County, Georgia",0.0216
"G1302690","2011-2015",,,"Georgia","13","Taylor County","269",,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Georgia",0.4769,"Taylor County, Georgia",0.0223
"G1302710","2011-2015",,,"Georgia","13","Telfair County","271",,,,,,,,,,,,,,,,,,,,,,,,,,,"Telfair County, Georgia",0.4382,"Telfair County, Georgia",0.0276
"G1302730","2011-2015",,,"Georgia","13","Terrell County","273",,,,,,,,,,,,,,,,,,,,,,,,,,,"Terrell County, Georgia",0.4734,"Terrell County, Georgia",0.0262
"G1302750","2011-2015",,,"Georgia","13","Thomas County","275",,,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas County, Georgia",0.4890,"Thomas County, Georgia",0.0202
"G1302770","2011-2015",,,"Georgia","13","Tift County","277",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tift County, Georgia",0.5080,"Tift County, Georgia",0.0223
"G1302790","2011-2015",,,"Georgia","13","Toombs County","279",,,,,,,,,,,,,,,,,,,,,,,,,,,"Toombs County, Georgia",0.4944,"Toombs County, Georgia",0.0289
"G1302810","2011-2015",,,"Georgia","13","Towns County","281",,,,,,,,,,,,,,,,,,,,,,,,,,,"Towns County, Georgia",0.4411,"Towns County, Georgia",0.0281
"G1302830","2011-2015",,,"Georgia","13","Treutlen County","283",,,,,,,,,,,,,,,,,,,,,,,,,,,"Treutlen County, Georgia",0.4791,"Treutlen County, Georgia",0.0726
"G1302850","2011-2015",,,"Georgia","13","Troup County","285",,,,,,,,,,,,,,,,,,,,,,,,,,,"Troup County, Georgia",0.4883,"Troup County, Georgia",0.0171
"G1302870","2011-2015",,,"Georgia","13","Turner County","287",,,,,,,,,,,,,,,,,,,,,,,,,,,"Turner County, Georgia",0.5032,"Turner County, Georgia",0.0862
"G1302890","2011-2015",,,"Georgia","13","Twiggs County","289",,,,,,,,,,,,,,,,,,,,,,,,,,,"Twiggs County, Georgia",0.5162,"Twiggs County, Georgia",0.0319
"G1302910","2011-2015",,,"Georgia","13","Union County","291",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Georgia",0.4122,"Union County, Georgia",0.0236
"G1302930","2011-2015",,,"Georgia","13","Upson County","293",,,,,,,,,,,,,,,,,,,,,,,,,,,"Upson County, Georgia",0.4630,"Upson County, Georgia",0.0408
"G1302950","2011-2015",,,"Georgia","13","Walker County","295",,,,,,,,,,,,,,,,,,,,,,,,,,,"Walker County, Georgia",0.4550,"Walker County, Georgia",0.0193
"G1302970","2011-2015",,,"Georgia","13","Walton County","297",,,,,,,,,,,,,,,,,,,,,,,,,,,"Walton County, Georgia",0.4213,"Walton County, Georgia",0.0136
"G1302990","2011-2015",,,"Georgia","13","Ware County","299",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ware County, Georgia",0.4688,"Ware County, Georgia",0.0228
"G1303010","2011-2015",,,"Georgia","13","Warren County","301",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Georgia",0.4809,"Warren County, Georgia",0.0302
"G1303030","2011-2015",,,"Georgia","13","Washington County","303",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Georgia",0.4767,"Washington County, Georgia",0.0235
"G1303050","2011-2015",,,"Georgia","13","Wayne County","305",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Georgia",0.4491,"Wayne County, Georgia",0.0195
"G1303070","2011-2015",,,"Georgia","13","Webster County","307",,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Georgia",0.4204,"Webster County, Georgia",0.0338
"G1303090","2011-2015",,,"Georgia","13","Wheeler County","309",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheeler County, Georgia",0.4499,"Wheeler County, Georgia",0.0339
"G1303110","2011-2015",,,"Georgia","13","White County","311",,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Georgia",0.4424,"White County, Georgia",0.0333
"G1303130","2011-2015",,,"Georgia","13","Whitfield County","313",,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitfield County, Georgia",0.4679,"Whitfield County, Georgia",0.0199
"G1303150","2011-2015",,,"Georgia","13","Wilcox County","315",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilcox County, Georgia",0.4562,"Wilcox County, Georgia",0.0261
"G1303170","2011-2015",,,"Georgia","13","Wilkes County","317",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkes County, Georgia",0.4459,"Wilkes County, Georgia",0.0255
"G1303190","2011-2015",,,"Georgia","13","Wilkinson County","319",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkinson County, Georgia",0.4165,"Wilkinson County, Georgia",0.0325
"G1303210","2011-2015",,,"Georgia","13","Worth County","321",,,,,,,,,,,,,,,,,,,,,,,,,,,"Worth County, Georgia",0.4432,"Worth County, Georgia",0.0255
"G1500010","2011-2015",,,"Hawaii","15","Hawaii County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hawaii County, Hawaii",0.4645,"Hawaii County, Hawaii",0.0119
"G1500030","2011-2015",,,"Hawaii","15","Honolulu County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Honolulu County, Hawaii",0.4211,"Honolulu County, Hawaii",0.0037
"G1500050","2011-2015",,,"Hawaii","15","Kalawao County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kalawao County, Hawaii",0.4008,"Kalawao County, Hawaii",0.1012
"G1500070","2011-2015",,,"Hawaii","15","Kauai County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kauai County, Hawaii",0.4199,"Kauai County, Hawaii",0.0145
"G1500090","2011-2015",,,"Hawaii","15","Maui County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Maui County, Hawaii",0.4386,"Maui County, Hawaii",0.0115
"G1600010","2011-2015",,,"Idaho","16","Ada County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ada County, Idaho",0.4515,"Ada County, Idaho",0.0087
"G1600030","2011-2015",,,"Idaho","16","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Idaho",0.4302,"Adams County, Idaho",0.0329
"G1600050","2011-2015",,,"Idaho","16","Bannock County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bannock County, Idaho",0.4417,"Bannock County, Idaho",0.0131
"G1600070","2011-2015",,,"Idaho","16","Bear Lake County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bear Lake County, Idaho",0.3893,"Bear Lake County, Idaho",0.0433
"G1600090","2011-2015",,,"Idaho","16","Benewah County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Benewah County, Idaho",0.4120,"Benewah County, Idaho",0.0251
"G1600110","2011-2015",,,"Idaho","16","Bingham County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bingham County, Idaho",0.3980,"Bingham County, Idaho",0.0130
"G1600130","2011-2015",,,"Idaho","16","Blaine County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Idaho",0.4642,"Blaine County, Idaho",0.0283
"G1600150","2011-2015",,,"Idaho","16","Boise County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boise County, Idaho",0.4439,"Boise County, Idaho",0.0293
"G1600170","2011-2015",,,"Idaho","16","Bonner County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bonner County, Idaho",0.4562,"Bonner County, Idaho",0.0220
"G1600190","2011-2015",,,"Idaho","16","Bonneville County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bonneville County, Idaho",0.4502,"Bonneville County, Idaho",0.0173
"G1600210","2011-2015",,,"Idaho","16","Boundary County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boundary County, Idaho",0.4512,"Boundary County, Idaho",0.0315
"G1600230","2011-2015",,,"Idaho","16","Butte County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, Idaho",0.4793,"Butte County, Idaho",0.0437
"G1600250","2011-2015",,,"Idaho","16","Camas County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Camas County, Idaho",0.4930,"Camas County, Idaho",0.0716
"G1600270","2011-2015",,,"Idaho","16","Canyon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Canyon County, Idaho",0.4006,"Canyon County, Idaho",0.0104
"G1600290","2011-2015",,,"Idaho","16","Caribou County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Caribou County, Idaho",0.3872,"Caribou County, Idaho",0.0280
"G1600310","2011-2015",,,"Idaho","16","Cassia County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cassia County, Idaho",0.4020,"Cassia County, Idaho",0.0167
"G1600330","2011-2015",,,"Idaho","16","Clark County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Idaho",0.3656,"Clark County, Idaho",0.0544
"G1600350","2011-2015",,,"Idaho","16","Clearwater County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clearwater County, Idaho",0.3989,"Clearwater County, Idaho",0.0209
"G1600370","2011-2015",,,"Idaho","16","Custer County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Idaho",0.4258,"Custer County, Idaho",0.0394
"G1600390","2011-2015",,,"Idaho","16","Elmore County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Elmore County, Idaho",0.4130,"Elmore County, Idaho",0.0322
"G1600410","2011-2015",,,"Idaho","16","Franklin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Idaho",0.3695,"Franklin County, Idaho",0.0221
"G1600430","2011-2015",,,"Idaho","16","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Idaho",0.3673,"Fremont County, Idaho",0.0148
"G1600450","2011-2015",,,"Idaho","16","Gem County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gem County, Idaho",0.4252,"Gem County, Idaho",0.0254
"G1600470","2011-2015",,,"Idaho","16","Gooding County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gooding County, Idaho",0.4413,"Gooding County, Idaho",0.0403
"G1600490","2011-2015",,,"Idaho","16","Idaho County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Idaho County, Idaho",0.3803,"Idaho County, Idaho",0.0196
"G1600510","2011-2015",,,"Idaho","16","Jefferson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Idaho",0.3911,"Jefferson County, Idaho",0.0234
"G1600530","2011-2015",,,"Idaho","16","Jerome County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jerome County, Idaho",0.3941,"Jerome County, Idaho",0.0222
"G1600550","2011-2015",,,"Idaho","16","Kootenai County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kootenai County, Idaho",0.4410,"Kootenai County, Idaho",0.0134
"G1600570","2011-2015",,,"Idaho","16","Latah County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Latah County, Idaho",0.4660,"Latah County, Idaho",0.0212
"G1600590","2011-2015",,,"Idaho","16","Lemhi County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lemhi County, Idaho",0.4360,"Lemhi County, Idaho",0.0218
"G1600610","2011-2015",,,"Idaho","16","Lewis County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Idaho",0.4244,"Lewis County, Idaho",0.0306
"G1600630","2011-2015",,,"Idaho","16","Lincoln County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Idaho",0.3715,"Lincoln County, Idaho",0.0266
"G1600650","2011-2015",,,"Idaho","16","Madison County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Idaho",0.5057,"Madison County, Idaho",0.0337
"G1600670","2011-2015",,,"Idaho","16","Minidoka County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Minidoka County, Idaho",0.4277,"Minidoka County, Idaho",0.0303
"G1600690","2011-2015",,,"Idaho","16","Nez Perce County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nez Perce County, Idaho",0.4131,"Nez Perce County, Idaho",0.0142
"G1600710","2011-2015",,,"Idaho","16","Oneida County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Oneida County, Idaho",0.4048,"Oneida County, Idaho",0.0449
"G1600730","2011-2015",,,"Idaho","16","Owyhee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Owyhee County, Idaho",0.4497,"Owyhee County, Idaho",0.0363
"G1600750","2011-2015",,,"Idaho","16","Payette County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Payette County, Idaho",0.4311,"Payette County, Idaho",0.0426
"G1600770","2011-2015",,,"Idaho","16","Power County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Power County, Idaho",0.3629,"Power County, Idaho",0.0376
"G1600790","2011-2015",,,"Idaho","16","Shoshone County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shoshone County, Idaho",0.4166,"Shoshone County, Idaho",0.0167
"G1600810","2011-2015",,,"Idaho","16","Teton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Teton County, Idaho",0.3749,"Teton County, Idaho",0.0267
"G1600830","2011-2015",,,"Idaho","16","Twin Falls County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Twin Falls County, Idaho",0.4345,"Twin Falls County, Idaho",0.0160
"G1600850","2011-2015",,,"Idaho","16","Valley County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Idaho",0.3986,"Valley County, Idaho",0.0336
"G1600870","2011-2015",,,"Idaho","16","Washington County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Idaho",0.4267,"Washington County, Idaho",0.0238
"G1700010","2011-2015",,,"Illinois","17","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Illinois",0.4262,"Adams County, Illinois",0.0116
"G1700030","2011-2015",,,"Illinois","17","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexander County, Illinois",0.4588,"Alexander County, Illinois",0.0255
"G1700050","2011-2015",,,"Illinois","17","Bond County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond County, Illinois",0.4308,"Bond County, Illinois",0.0288
"G1700070","2011-2015",,,"Illinois","17","Boone County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Illinois",0.4156,"Boone County, Illinois",0.0168
"G1700090","2011-2015",,,"Illinois","17","Brown County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Illinois",0.4327,"Brown County, Illinois",0.0409
"G1700110","2011-2015",,,"Illinois","17","Bureau County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bureau County, Illinois",0.4370,"Bureau County, Illinois",0.0162
"G1700130","2011-2015",,,"Illinois","17","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Illinois",0.4075,"Calhoun County, Illinois",0.0261
"G1700150","2011-2015",,,"Illinois","17","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Illinois",0.4210,"Carroll County, Illinois",0.0195
"G1700170","2011-2015",,,"Illinois","17","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Illinois",0.4148,"Cass County, Illinois",0.0214
"G1700190","2011-2015",,,"Illinois","17","Champaign County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Champaign County, Illinois",0.4984,"Champaign County, Illinois",0.0084
"G1700210","2011-2015",,,"Illinois","17","Christian County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Christian County, Illinois",0.4180,"Christian County, Illinois",0.0121
"G1700230","2011-2015",,,"Illinois","17","Clark County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Illinois",0.4317,"Clark County, Illinois",0.0318
"G1700250","2011-2015",,,"Illinois","17","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Illinois",0.4016,"Clay County, Illinois",0.0298
"G1700270","2011-2015",,,"Illinois","17","Clinton County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Illinois",0.4074,"Clinton County, Illinois",0.0164
"G1700290","2011-2015",,,"Illinois","17","Coles County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Coles County, Illinois",0.4918,"Coles County, Illinois",0.0223
"G1700310","2011-2015",,,"Illinois","17","Cook County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cook County, Illinois",0.5027,"Cook County, Illinois",0.0021
"G1700330","2011-2015",,,"Illinois","17","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Illinois",0.4516,"Crawford County, Illinois",0.0209
"G1700350","2011-2015",,,"Illinois","17","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Illinois",0.3911,"Cumberland County, Illinois",0.0191
"G1700370","2011-2015",,,"Illinois","17","DeKalb County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Illinois",0.4306,"DeKalb County, Illinois",0.0110
"G1700390","2011-2015",,,"Illinois","17","De Witt County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"De Witt County, Illinois",0.4387,"De Witt County, Illinois",0.0348
"G1700410","2011-2015",,,"Illinois","17","Douglas County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Illinois",0.4183,"Douglas County, Illinois",0.0233
"G1700430","2011-2015",,,"Illinois","17","DuPage County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"DuPage County, Illinois",0.4535,"DuPage County, Illinois",0.0047
"G1700450","2011-2015",,,"Illinois","17","Edgar County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgar County, Illinois",0.4551,"Edgar County, Illinois",0.0257
"G1700470","2011-2015",,,"Illinois","17","Edwards County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Edwards County, Illinois",0.4129,"Edwards County, Illinois",0.0225
"G1700490","2011-2015",,,"Illinois","17","Effingham County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Effingham County, Illinois",0.4339,"Effingham County, Illinois",0.0187
"G1700510","2011-2015",,,"Illinois","17","Fayette County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Illinois",0.4329,"Fayette County, Illinois",0.0209
"G1700530","2011-2015",,,"Illinois","17","Ford County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ford County, Illinois",0.4185,"Ford County, Illinois",0.0197
"G1700550","2011-2015",,,"Illinois","17","Franklin County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Illinois",0.4301,"Franklin County, Illinois",0.0147
