GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,J4TE001,NAME_M,J4TM001
"G3100170","2006-2010",,,"Nebraska","31","Brown County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Nebraska",0.4430,"Brown County, Nebraska",0.0299
"G3100190","2006-2010",,,"Nebraska","31","Buffalo County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Buffalo County, Nebraska",0.4200,"Buffalo County, Nebraska",0.0167
"G3100210","2006-2010",,,"Nebraska","31","Burt County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Burt County, Nebraska",0.4140,"Burt County, Nebraska",0.0273
"G3100230","2006-2010",,,"Nebraska","31","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Nebraska",0.3570,"Butler County, Nebraska",0.0174
"G3100250","2006-2010",,,"Nebraska","31","Cass County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Nebraska",0.3670,"Cass County, Nebraska",0.0135
"G3100270","2006-2010",,,"Nebraska","31","Cedar County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Nebraska",0.4340,"Cedar County, Nebraska",0.0396
"G3100290","2006-2010",,,"Nebraska","31","Chase County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Chase County, Nebraska",0.4390,"Chase County, Nebraska",0.0676
"G3100310","2006-2010",,,"Nebraska","31","Cherry County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Cherry County, Nebraska",0.4180,"Cherry County, Nebraska",0.0366
"G3100330","2006-2010",,,"Nebraska","31","Cheyenne County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Nebraska",0.4050,"Cheyenne County, Nebraska",0.0223
"G3100350","2006-2010",,,"Nebraska","31","Clay County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Nebraska",0.3990,"Clay County, Nebraska",0.0367
"G3100370","2006-2010",,,"Nebraska","31","Colfax County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"Colfax County, Nebraska",0.4120,"Colfax County, Nebraska",0.0461
"G3100390","2006-2010",,,"Nebraska","31","Cuming County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"Cuming County, Nebraska",0.4260,"Cuming County, Nebraska",0.0496
"G3100410","2006-2010",,,"Nebraska","31","Custer County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Nebraska",0.4080,"Custer County, Nebraska",0.0200
"G3100430","2006-2010",,,"Nebraska","31","Dakota County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"Dakota County, Nebraska",0.3950,"Dakota County, Nebraska",0.0223
"G3100450","2006-2010",,,"Nebraska","31","Dawes County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"Dawes County, Nebraska",0.4430,"Dawes County, Nebraska",0.0303
"G3100470","2006-2010",,,"Nebraska","31","Dawson County","047",,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Nebraska",0.4030,"Dawson County, Nebraska",0.0231
"G3100490","2006-2010",,,"Nebraska","31","Deuel County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"Deuel County, Nebraska",0.4580,"Deuel County, Nebraska",0.0605
"G3100510","2006-2010",,,"Nebraska","31","Dixon County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"Dixon County, Nebraska",0.3760,"Dixon County, Nebraska",0.0245
"G3100530","2006-2010",,,"Nebraska","31","Dodge County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"Dodge County, Nebraska",0.4090,"Dodge County, Nebraska",0.0190
"G3100550","2006-2010",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Nebraska",0.4610,"Douglas County, Nebraska",0.0068
"G3100570","2006-2010",,,"Nebraska","31","Dundy County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"Dundy County, Nebraska",0.4620,"Dundy County, Nebraska",0.0765
"G3100590","2006-2010",,,"Nebraska","31","Fillmore County","059",,,,,,,,,,,,,,,,,,,,,,,,,,"Fillmore County, Nebraska",0.3870,"Fillmore County, Nebraska",0.0203
"G3100610","2006-2010",,,"Nebraska","31","Franklin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Nebraska",0.4080,"Franklin County, Nebraska",0.0384
"G3100630","2006-2010",,,"Nebraska","31","Frontier County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"Frontier County, Nebraska",0.4000,"Frontier County, Nebraska",0.0296
"G3100650","2006-2010",,,"Nebraska","31","Furnas County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Furnas County, Nebraska",0.4290,"Furnas County, Nebraska",0.0277
"G3100670","2006-2010",,,"Nebraska","31","Gage County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"Gage County, Nebraska",0.3960,"Gage County, Nebraska",0.0119
"G3100690","2006-2010",,,"Nebraska","31","Garden County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"Garden County, Nebraska",0.3860,"Garden County, Nebraska",0.0269
"G3100710","2006-2010",,,"Nebraska","31","Garfield County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Nebraska",0.3690,"Garfield County, Nebraska",0.0342
"G3100730","2006-2010",,,"Nebraska","31","Gosper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"Gosper County, Nebraska",0.4530,"Gosper County, Nebraska",0.0432
"G3100750","2006-2010",,,"Nebraska","31","Grant County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Nebraska",0.3860,"Grant County, Nebraska",0.0492
"G3100770","2006-2010",,,"Nebraska","31","Greeley County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"Greeley County, Nebraska",0.3870,"Greeley County, Nebraska",0.0301
"G3100790","2006-2010",,,"Nebraska","31","Hall County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"Hall County, Nebraska",0.4140,"Hall County, Nebraska",0.0176
"G3100810","2006-2010",,,"Nebraska","31","Hamilton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Nebraska",0.3700,"Hamilton County, Nebraska",0.0212
"G3100830","2006-2010",,,"Nebraska","31","Harlan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Harlan County, Nebraska",0.4330,"Harlan County, Nebraska",0.0815
"G3100850","2006-2010",,,"Nebraska","31","Hayes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"Hayes County, Nebraska",0.3720,"Hayes County, Nebraska",0.0419
"G3100870","2006-2010",,,"Nebraska","31","Hitchcock County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"Hitchcock County, Nebraska",0.3960,"Hitchcock County, Nebraska",0.0273
"G3100890","2006-2010",,,"Nebraska","31","Holt County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"Holt County, Nebraska",0.4060,"Holt County, Nebraska",0.0206
"G3100910","2006-2010",,,"Nebraska","31","Hooker County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"Hooker County, Nebraska",0.3960,"Hooker County, Nebraska",0.0462
"G3100930","2006-2010",,,"Nebraska","31","Howard County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Nebraska",0.3910,"Howard County, Nebraska",0.0267
"G3100950","2006-2010",,,"Nebraska","31","Jefferson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Nebraska",0.4080,"Jefferson County, Nebraska",0.0266
"G3100970","2006-2010",,,"Nebraska","31","Johnson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Nebraska",0.3730,"Johnson County, Nebraska",0.0248
"G3100990","2006-2010",,,"Nebraska","31","Kearney County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"Kearney County, Nebraska",0.4030,"Kearney County, Nebraska",0.0479
"G3101010","2006-2010",,,"Nebraska","31","Keith County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"Keith County, Nebraska",0.4260,"Keith County, Nebraska",0.0422
"G3101030","2006-2010",,,"Nebraska","31","Keya Paha County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Keya Paha County, Nebraska",0.4170,"Keya Paha County, Nebraska",0.0410
"G3101050","2006-2010",,,"Nebraska","31","Kimball County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Kimball County, Nebraska",0.3840,"Kimball County, Nebraska",0.0266
"G3101070","2006-2010",,,"Nebraska","31","Knox County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Nebraska",0.4140,"Knox County, Nebraska",0.0185
"G3101090","2006-2010",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster County, Nebraska",0.4340,"Lancaster County, Nebraska",0.0072
"G3101110","2006-2010",,,"Nebraska","31","Lincoln County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Nebraska",0.4330,"Lincoln County, Nebraska",0.0187
"G3101130","2006-2010",,,"Nebraska","31","Logan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Nebraska",0.3140,"Logan County, Nebraska",0.0380
"G3101150","2006-2010",,,"Nebraska","31","Loup County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"Loup County, Nebraska",0.3920,"Loup County, Nebraska",0.0354
"G3101170","2006-2010",,,"Nebraska","31","McPherson County","117",,,,,,,,,,,,,,,,,,,,,,,,,,"McPherson County, Nebraska",0.3110,"McPherson County, Nebraska",0.0621
"G3101190","2006-2010",,,"Nebraska","31","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Nebraska",0.4200,"Madison County, Nebraska",0.0155
"G3101210","2006-2010",,,"Nebraska","31","Merrick County","121",,,,,,,,,,,,,,,,,,,,,,,,,,"Merrick County, Nebraska",0.3780,"Merrick County, Nebraska",0.0301
"G3101230","2006-2010",,,"Nebraska","31","Morrill County","123",,,,,,,,,,,,,,,,,,,,,,,,,,"Morrill County, Nebraska",0.4380,"Morrill County, Nebraska",0.0370
"G3101250","2006-2010",,,"Nebraska","31","Nance County","125",,,,,,,,,,,,,,,,,,,,,,,,,,"Nance County, Nebraska",0.4120,"Nance County, Nebraska",0.0307
"G3101270","2006-2010",,,"Nebraska","31","Nemaha County","127",,,,,,,,,,,,,,,,,,,,,,,,,,"Nemaha County, Nebraska",0.4250,"Nemaha County, Nebraska",0.0241
"G3101290","2006-2010",,,"Nebraska","31","Nuckolls County","129",,,,,,,,,,,,,,,,,,,,,,,,,,"Nuckolls County, Nebraska",0.4250,"Nuckolls County, Nebraska",0.0536
"G3101310","2006-2010",,,"Nebraska","31","Otoe County","131",,,,,,,,,,,,,,,,,,,,,,,,,,"Otoe County, Nebraska",0.4060,"Otoe County, Nebraska",0.0168
"G3101330","2006-2010",,,"Nebraska","31","Pawnee County","133",,,,,,,,,,,,,,,,,,,,,,,,,,"Pawnee County, Nebraska",0.3820,"Pawnee County, Nebraska",0.0346
"G3101350","2006-2010",,,"Nebraska","31","Perkins County","135",,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins County, Nebraska",0.3510,"Perkins County, Nebraska",0.0289
"G3101370","2006-2010",,,"Nebraska","31","Phelps County","137",,,,,,,,,,,,,,,,,,,,,,,,,,"Phelps County, Nebraska",0.4020,"Phelps County, Nebraska",0.0228
"G3101390","2006-2010",,,"Nebraska","31","Pierce County","139",,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Nebraska",0.3520,"Pierce County, Nebraska",0.0161
"G3101410","2006-2010",,,"Nebraska","31","Platte County","141",,,,,,,,,,,,,,,,,,,,,,,,,,"Platte County, Nebraska",0.3850,"Platte County, Nebraska",0.0154
"G3101430","2006-2010",,,"Nebraska","31","Polk County","143",,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Nebraska",0.3930,"Polk County, Nebraska",0.0444
"G3101450","2006-2010",,,"Nebraska","31","Red Willow County","145",,,,,,,,,,,,,,,,,,,,,,,,,,"Red Willow County, Nebraska",0.4000,"Red Willow County, Nebraska",0.0209
"G3101470","2006-2010",,,"Nebraska","31","Richardson County","147",,,,,,,,,,,,,,,,,,,,,,,,,,"Richardson County, Nebraska",0.3960,"Richardson County, Nebraska",0.0188
"G3101490","2006-2010",,,"Nebraska","31","Rock County","149",,,,,,,,,,,,,,,,,,,,,,,,,,"Rock County, Nebraska",0.4360,"Rock County, Nebraska",0.0488
"G3101510","2006-2010",,,"Nebraska","31","Saline County","151",,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Nebraska",0.3910,"Saline County, Nebraska",0.0235
"G3101530","2006-2010",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,,,,,,,,,"Sarpy County, Nebraska",0.3600,"Sarpy County, Nebraska",0.0071
"G3101550","2006-2010",,,"Nebraska","31","Saunders County","155",,,,,,,,,,,,,,,,,,,,,,,,,,"Saunders County, Nebraska",0.3920,"Saunders County, Nebraska",0.0146
"G3101570","2006-2010",,,"Nebraska","31","Scotts Bluff County","157",,,,,,,,,,,,,,,,,,,,,,,,,,"Scotts Bluff County, Nebraska",0.4260,"Scotts Bluff County, Nebraska",0.0127
"G3101590","2006-2010",,,"Nebraska","31","Seward County","159",,,,,,,,,,,,,,,,,,,,,,,,,,"Seward County, Nebraska",0.4190,"Seward County, Nebraska",0.0349
"G3101610","2006-2010",,,"Nebraska","31","Sheridan County","161",,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Nebraska",0.4190,"Sheridan County, Nebraska",0.0275
"G3101630","2006-2010",,,"Nebraska","31","Sherman County","163",,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman County, Nebraska",0.4070,"Sherman County, Nebraska",0.0274
"G3101650","2006-2010",,,"Nebraska","31","Sioux County","165",,,,,,,,,,,,,,,,,,,,,,,,,,"Sioux County, Nebraska",0.4650,"Sioux County, Nebraska",0.0817
"G3101670","2006-2010",,,"Nebraska","31","Stanton County","167",,,,,,,,,,,,,,,,,,,,,,,,,,"Stanton County, Nebraska",0.3970,"Stanton County, Nebraska",0.0390
"G3101690","2006-2010",,,"Nebraska","31","Thayer County","169",,,,,,,,,,,,,,,,,,,,,,,,,,"Thayer County, Nebraska",0.3980,"Thayer County, Nebraska",0.0151
"G3101710","2006-2010",,,"Nebraska","31","Thomas County","171",,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas County, Nebraska",0.5160,"Thomas County, Nebraska",0.1103
"G3101730","2006-2010",,,"Nebraska","31","Thurston County","173",,,,,,,,,,,,,,,,,,,,,,,,,,"Thurston County, Nebraska",0.4360,"Thurston County, Nebraska",0.0233
"G3101750","2006-2010",,,"Nebraska","31","Valley County","175",,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Nebraska",0.4210,"Valley County, Nebraska",0.0264
"G3101770","2006-2010",,,"Nebraska","31","Washington County","177",,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Nebraska",0.3900,"Washington County, Nebraska",0.0189
"G3101790","2006-2010",,,"Nebraska","31","Wayne County","179",,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Nebraska",0.3880,"Wayne County, Nebraska",0.0242
"G3101810","2006-2010",,,"Nebraska","31","Webster County","181",,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Nebraska",0.4180,"Webster County, Nebraska",0.0263
"G3101830","2006-2010",,,"Nebraska","31","Wheeler County","183",,,,,,,,,,,,,,,,,,,,,,,,,,"Wheeler County, Nebraska",0.3770,"Wheeler County, Nebraska",0.0717
"G3101850","2006-2010",,,"Nebraska","31","York County","185",,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Nebraska",0.4240,"York County, Nebraska",0.0369
"G3200010","2006-2010",,,"Nevada","32","Churchill County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Churchill County, Nevada",0.3840,"Churchill County, Nevada",0.0210
"G3200030","2006-2010",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Nevada",0.4340,"Clark County, Nevada",0.0045
"G3200050","2006-2010",,,"Nevada","32","Douglas County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Nevada",0.4650,"Douglas County, Nevada",0.0253
"G3200070","2006-2010",,,"Nevada","32","Elko County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Elko County, Nevada",0.3610,"Elko County, Nevada",0.0209
"G3200090","2006-2010",,,"Nevada","32","Esmeralda County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Esmeralda County, Nevada",0.5260,"Esmeralda County, Nevada",0.0780
"G3200110","2006-2010",,,"Nevada","32","Eureka County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Eureka County, Nevada",0.4120,"Eureka County, Nevada",0.0778
"G3200130","2006-2010",,,"Nevada","32","Humboldt County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, Nevada",0.4010,"Humboldt County, Nevada",0.0229
"G3200150","2006-2010",,,"Nevada","32","Lander County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Lander County, Nevada",0.4000,"Lander County, Nevada",0.0706
"G3200170","2006-2010",,,"Nevada","32","Lincoln County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Nevada",0.3680,"Lincoln County, Nevada",0.0355
"G3200190","2006-2010",,,"Nevada","32","Lyon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Nevada",0.3950,"Lyon County, Nevada",0.0283
"G3200210","2006-2010",,,"Nevada","32","Mineral County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Nevada",0.4860,"Mineral County, Nevada",0.0371
"G3200230","2006-2010",,,"Nevada","32","Nye County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Nye County, Nevada",0.4540,"Nye County, Nevada",0.0288
"G3200270","2006-2010",,,"Nevada","32","Pershing County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Pershing County, Nevada",0.3790,"Pershing County, Nevada",0.0453
"G3200290","2006-2010",,,"Nevada","32","Storey County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Storey County, Nevada",0.3490,"Storey County, Nevada",0.0461
"G3200310","2006-2010",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Washoe County, Nevada",0.4560,"Washoe County, Nevada",0.0075
"G3200330","2006-2010",,,"Nevada","32","White Pine County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"White Pine County, Nevada",0.3950,"White Pine County, Nevada",0.0367
"G3205100","2006-2010",,,"Nevada","32","Carson City","510",,,,,,,,,,,,,,,,,,,,,,,,,,"Carson City, Nevada",0.4420,"Carson City, Nevada",0.0218
"G3300010","2006-2010",,,"New Hampshire","33","Belknap County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Belknap County, New Hampshire",0.4150,"Belknap County, New Hampshire",0.0123
"G3300030","2006-2010",,,"New Hampshire","33","Carroll County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, New Hampshire",0.4430,"Carroll County, New Hampshire",0.0180
"G3300050","2006-2010",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Cheshire County, New Hampshire",0.4240,"Cheshire County, New Hampshire",0.0133
"G3300070","2006-2010",,,"New Hampshire","33","Coos County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Coos County, New Hampshire",0.4150,"Coos County, New Hampshire",0.0172
"G3300090","2006-2010",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Grafton County, New Hampshire",0.4380,"Grafton County, New Hampshire",0.0115
"G3300110","2006-2010",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Hillsborough County, New Hampshire",0.4120,"Hillsborough County, New Hampshire",0.0062
"G3300130","2006-2010",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Merrimack County, New Hampshire",0.4170,"Merrimack County, New Hampshire",0.0112
"G3300150","2006-2010",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, New Hampshire",0.4040,"Rockingham County, New Hampshire",0.0069
"G3300170","2006-2010",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Strafford County, New Hampshire",0.4240,"Strafford County, New Hampshire",0.0101
"G3300190","2006-2010",,,"New Hampshire","33","Sullivan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, New Hampshire",0.4070,"Sullivan County, New Hampshire",0.0119
"G3400010","2006-2010",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Atlantic County, New Jersey",0.4450,"Atlantic County, New Jersey",0.0108
"G3400030","2006-2010",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Bergen County, New Jersey",0.4680,"Bergen County, New Jersey",0.0045
"G3400050","2006-2010",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Burlington County, New Jersey",0.4050,"Burlington County, New Jersey",0.0049
"G3400070","2006-2010",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, New Jersey",0.4430,"Camden County, New Jersey",0.0056
"G3400090","2006-2010",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Cape May County, New Jersey",0.4540,"Cape May County, New Jersey",0.0120
"G3400110","2006-2010",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, New Jersey",0.4330,"Cumberland County, New Jersey",0.0105
"G3400130","2006-2010",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, New Jersey",0.5230,"Essex County, New Jersey",0.0053
"G3400150","2006-2010",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Gloucester County, New Jersey",0.3990,"Gloucester County, New Jersey",0.0060
"G3400170","2006-2010",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Hudson County, New Jersey",0.4880,"Hudson County, New Jersey",0.0059
"G3400190","2006-2010",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Hunterdon County, New Jersey",0.4390,"Hunterdon County, New Jersey",0.0122
"G3400210","2006-2010",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, New Jersey",0.4760,"Mercer County, New Jersey",0.0074
"G3400230","2006-2010",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Middlesex County, New Jersey",0.4070,"Middlesex County, New Jersey",0.0037
"G3400250","2006-2010",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Monmouth County, New Jersey",0.4620,"Monmouth County, New Jersey",0.0056
"G3400270","2006-2010",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Morris County, New Jersey",0.4490,"Morris County, New Jersey",0.0060
"G3400290","2006-2010",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Ocean County, New Jersey",0.4260,"Ocean County, New Jersey",0.0051
"G3400310","2006-2010",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic County, New Jersey",0.4630,"Passaic County, New Jersey",0.0061
"G3400330","2006-2010",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"Salem County, New Jersey",0.4080,"Salem County, New Jersey",0.0105
"G3400350","2006-2010",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, New Jersey",0.4450,"Somerset County, New Jersey",0.0083
"G3400370","2006-2010",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, New Jersey",0.3860,"Sussex County, New Jersey",0.0092
"G3400390","2006-2010",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, New Jersey",0.4810,"Union County, New Jersey",0.0070
"G3400410","2006-2010",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New Jersey",0.4040,"Warren County, New Jersey",0.0118
