GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,J4TE001,NAME_M,J4TM001
"G2900490","2006-2010",,,"Missouri","29","Clinton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Missouri",0.3730,"Clinton County, Missouri",0.0163
"G2900510","2006-2010",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"Cole County, Missouri",0.4050,"Cole County, Missouri",0.0129
"G2900530","2006-2010",,,"Missouri","29","Cooper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"Cooper County, Missouri",0.3970,"Cooper County, Missouri",0.0187
"G2900550","2006-2010",,,"Missouri","29","Crawford County","055",,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Missouri",0.3950,"Crawford County, Missouri",0.0243
"G2900570","2006-2010",,,"Missouri","29","Dade County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"Dade County, Missouri",0.4110,"Dade County, Missouri",0.0305
"G2900590","2006-2010",,,"Missouri","29","Dallas County","059",,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Missouri",0.4180,"Dallas County, Missouri",0.0390
"G2900610","2006-2010",,,"Missouri","29","Daviess County","061",,,,,,,,,,,,,,,,,,,,,,,,,,"Daviess County, Missouri",0.4330,"Daviess County, Missouri",0.0288
"G2900630","2006-2010",,,"Missouri","29","DeKalb County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Missouri",0.4070,"DeKalb County, Missouri",0.0274
"G2900650","2006-2010",,,"Missouri","29","Dent County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Dent County, Missouri",0.3920,"Dent County, Missouri",0.0200
"G2900670","2006-2010",,,"Missouri","29","Douglas County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Missouri",0.4230,"Douglas County, Missouri",0.0435
"G2900690","2006-2010",,,"Missouri","29","Dunklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"Dunklin County, Missouri",0.4560,"Dunklin County, Missouri",0.0155
"G2900710","2006-2010",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Missouri",0.4080,"Franklin County, Missouri",0.0120
"G2900730","2006-2010",,,"Missouri","29","Gasconade County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"Gasconade County, Missouri",0.3980,"Gasconade County, Missouri",0.0201
"G2900750","2006-2010",,,"Missouri","29","Gentry County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"Gentry County, Missouri",0.4050,"Gentry County, Missouri",0.0191
"G2900770","2006-2010",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Missouri",0.4580,"Greene County, Missouri",0.0085
"G2900790","2006-2010",,,"Missouri","29","Grundy County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Missouri",0.3970,"Grundy County, Missouri",0.0219
"G2900810","2006-2010",,,"Missouri","29","Harrison County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Missouri",0.4230,"Harrison County, Missouri",0.0274
"G2900830","2006-2010",,,"Missouri","29","Henry County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Missouri",0.4420,"Henry County, Missouri",0.0305
"G2900850","2006-2010",,,"Missouri","29","Hickory County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"Hickory County, Missouri",0.4430,"Hickory County, Missouri",0.0472
"G2900870","2006-2010",,,"Missouri","29","Holt County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"Holt County, Missouri",0.3920,"Holt County, Missouri",0.0300
"G2900890","2006-2010",,,"Missouri","29","Howard County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Missouri",0.4580,"Howard County, Missouri",0.0673
"G2900910","2006-2010",,,"Missouri","29","Howell County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"Howell County, Missouri",0.4140,"Howell County, Missouri",0.0146
"G2900930","2006-2010",,,"Missouri","29","Iron County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Iron County, Missouri",0.4430,"Iron County, Missouri",0.0248
"G2900950","2006-2010",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Missouri",0.4490,"Jackson County, Missouri",0.0052
"G2900970","2006-2010",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Missouri",0.4440,"Jasper County, Missouri",0.0138
"G2900990","2006-2010",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Missouri",0.3780,"Jefferson County, Missouri",0.0070
"G2901010","2006-2010",,,"Missouri","29","Johnson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Missouri",0.4040,"Johnson County, Missouri",0.0122
"G2901030","2006-2010",,,"Missouri","29","Knox County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Missouri",0.4670,"Knox County, Missouri",0.0464
"G2901050","2006-2010",,,"Missouri","29","Laclede County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Laclede County, Missouri",0.4430,"Laclede County, Missouri",0.0395
"G2901070","2006-2010",,,"Missouri","29","Lafayette County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Missouri",0.3890,"Lafayette County, Missouri",0.0207
"G2901090","2006-2010",,,"Missouri","29","Lawrence County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Missouri",0.4210,"Lawrence County, Missouri",0.0240
"G2901110","2006-2010",,,"Missouri","29","Lewis County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Missouri",0.4020,"Lewis County, Missouri",0.0345
"G2901130","2006-2010",,,"Missouri","29","Lincoln County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Missouri",0.3710,"Lincoln County, Missouri",0.0153
"G2901150","2006-2010",,,"Missouri","29","Linn County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"Linn County, Missouri",0.4650,"Linn County, Missouri",0.0418
"G2901170","2006-2010",,,"Missouri","29","Livingston County","117",,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, Missouri",0.4200,"Livingston County, Missouri",0.0194
"G2901190","2006-2010",,,"Missouri","29","McDonald County","119",,,,,,,,,,,,,,,,,,,,,,,,,,"McDonald County, Missouri",0.4220,"McDonald County, Missouri",0.0302
"G2901210","2006-2010",,,"Missouri","29","Macon County","121",,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Missouri",0.4080,"Macon County, Missouri",0.0225
"G2901230","2006-2010",,,"Missouri","29","Madison County","123",,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Missouri",0.4070,"Madison County, Missouri",0.0299
"G2901250","2006-2010",,,"Missouri","29","Maries County","125",,,,,,,,,,,,,,,,,,,,,,,,,,"Maries County, Missouri",0.3940,"Maries County, Missouri",0.0280
"G2901270","2006-2010",,,"Missouri","29","Marion County","127",,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Missouri",0.4350,"Marion County, Missouri",0.0259
"G2901290","2006-2010",,,"Missouri","29","Mercer County","129",,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, Missouri",0.4150,"Mercer County, Missouri",0.0273
"G2901310","2006-2010",,,"Missouri","29","Miller County","131",,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Missouri",0.4020,"Miller County, Missouri",0.0168
"G2901330","2006-2010",,,"Missouri","29","Mississippi County","133",,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Missouri",0.4590,"Mississippi County, Missouri",0.0286
"G2901350","2006-2010",,,"Missouri","29","Moniteau County","135",,,,,,,,,,,,,,,,,,,,,,,,,,"Moniteau County, Missouri",0.3880,"Moniteau County, Missouri",0.0243
"G2901370","2006-2010",,,"Missouri","29","Monroe County","137",,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Missouri",0.3760,"Monroe County, Missouri",0.0197
"G2901390","2006-2010",,,"Missouri","29","Montgomery County","139",,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Missouri",0.3990,"Montgomery County, Missouri",0.0198
"G2901410","2006-2010",,,"Missouri","29","Morgan County","141",,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Missouri",0.4170,"Morgan County, Missouri",0.0290
"G2901430","2006-2010",,,"Missouri","29","New Madrid County","143",,,,,,,,,,,,,,,,,,,,,,,,,,"New Madrid County, Missouri",0.4710,"New Madrid County, Missouri",0.0415
"G2901450","2006-2010",,,"Missouri","29","Newton County","145",,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Missouri",0.4390,"Newton County, Missouri",0.0173
"G2901470","2006-2010",,,"Missouri","29","Nodaway County","147",,,,,,,,,,,,,,,,,,,,,,,,,,"Nodaway County, Missouri",0.4540,"Nodaway County, Missouri",0.0401
"G2901490","2006-2010",,,"Missouri","29","Oregon County","149",,,,,,,,,,,,,,,,,,,,,,,,,,"Oregon County, Missouri",0.4520,"Oregon County, Missouri",0.0313
"G2901510","2006-2010",,,"Missouri","29","Osage County","151",,,,,,,,,,,,,,,,,,,,,,,,,,"Osage County, Missouri",0.3940,"Osage County, Missouri",0.0258
"G2901530","2006-2010",,,"Missouri","29","Ozark County","153",,,,,,,,,,,,,,,,,,,,,,,,,,"Ozark County, Missouri",0.4010,"Ozark County, Missouri",0.0233
"G2901550","2006-2010",,,"Missouri","29","Pemiscot County","155",,,,,,,,,,,,,,,,,,,,,,,,,,"Pemiscot County, Missouri",0.4590,"Pemiscot County, Missouri",0.0181
"G2901570","2006-2010",,,"Missouri","29","Perry County","157",,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Missouri",0.3950,"Perry County, Missouri",0.0179
"G2901590","2006-2010",,,"Missouri","29","Pettis County","159",,,,,,,,,,,,,,,,,,,,,,,,,,"Pettis County, Missouri",0.4240,"Pettis County, Missouri",0.0223
"G2901610","2006-2010",,,"Missouri","29","Phelps County","161",,,,,,,,,,,,,,,,,,,,,,,,,,"Phelps County, Missouri",0.4650,"Phelps County, Missouri",0.0284
"G2901630","2006-2010",,,"Missouri","29","Pike County","163",,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Missouri",0.4140,"Pike County, Missouri",0.0241
"G2901650","2006-2010",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,,,,,,,,,"Platte County, Missouri",0.4080,"Platte County, Missouri",0.0097
"G2901670","2006-2010",,,"Missouri","29","Polk County","167",,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Missouri",0.4310,"Polk County, Missouri",0.0152
"G2901690","2006-2010",,,"Missouri","29","Pulaski County","169",,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Missouri",0.3860,"Pulaski County, Missouri",0.0159
"G2901710","2006-2010",,,"Missouri","29","Putnam County","171",,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Missouri",0.4460,"Putnam County, Missouri",0.0517
"G2901730","2006-2010",,,"Missouri","29","Ralls County","173",,,,,,,,,,,,,,,,,,,,,,,,,,"Ralls County, Missouri",0.3890,"Ralls County, Missouri",0.0245
"G2901750","2006-2010",,,"Missouri","29","Randolph County","175",,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Missouri",0.4130,"Randolph County, Missouri",0.0202
"G2901770","2006-2010",,,"Missouri","29","Ray County","177",,,,,,,,,,,,,,,,,,,,,,,,,,"Ray County, Missouri",0.4250,"Ray County, Missouri",0.0380
"G2901790","2006-2010",,,"Missouri","29","Reynolds County","179",,,,,,,,,,,,,,,,,,,,,,,,,,"Reynolds County, Missouri",0.3980,"Reynolds County, Missouri",0.0243
"G2901810","2006-2010",,,"Missouri","29","Ripley County","181",,,,,,,,,,,,,,,,,,,,,,,,,,"Ripley County, Missouri",0.4050,"Ripley County, Missouri",0.0308
"G2901830","2006-2010",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,,,,,,,,,"St. Charles County, Missouri",0.3730,"St. Charles County, Missouri",0.0067
"G2901850","2006-2010",,,"Missouri","29","St. Clair County","185",,,,,,,,,,,,,,,,,,,,,,,,,,"St. Clair County, Missouri",0.4100,"St. Clair County, Missouri",0.0232
"G2901860","2006-2010",,,"Missouri","29","Ste. Genevieve County","186",,,,,,,,,,,,,,,,,,,,,,,,,,"Ste. Genevieve County, Missouri",0.3780,"Ste. Genevieve County, Missouri",0.0214
"G2901870","2006-2010",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francois County, Missouri",0.4190,"St. Francois County, Missouri",0.0125
"G2901890","2006-2010",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,,,,,,,,,"St. Louis County, Missouri",0.4760,"St. Louis County, Missouri",0.0045
"G2901950","2006-2010",,,"Missouri","29","Saline County","195",,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Missouri",0.4030,"Saline County, Missouri",0.0141
"G2901970","2006-2010",,,"Missouri","29","Schuyler County","197",,,,,,,,,,,,,,,,,,,,,,,,,,"Schuyler County, Missouri",0.4070,"Schuyler County, Missouri",0.0233
"G2901990","2006-2010",,,"Missouri","29","Scotland County","199",,,,,,,,,,,,,,,,,,,,,,,,,,"Scotland County, Missouri",0.4450,"Scotland County, Missouri",0.0325
"G2902010","2006-2010",,,"Missouri","29","Scott County","201",,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Missouri",0.4460,"Scott County, Missouri",0.0134
"G2902030","2006-2010",,,"Missouri","29","Shannon County","203",,,,,,,,,,,,,,,,,,,,,,,,,,"Shannon County, Missouri",0.4010,"Shannon County, Missouri",0.0247
"G2902050","2006-2010",,,"Missouri","29","Shelby County","205",,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Missouri",0.3720,"Shelby County, Missouri",0.0159
"G2902070","2006-2010",,,"Missouri","29","Stoddard County","207",,,,,,,,,,,,,,,,,,,,,,,,,,"Stoddard County, Missouri",0.4750,"Stoddard County, Missouri",0.0539
"G2902090","2006-2010",,,"Missouri","29","Stone County","209",,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Missouri",0.4230,"Stone County, Missouri",0.0242
"G2902110","2006-2010",,,"Missouri","29","Sullivan County","211",,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, Missouri",0.4230,"Sullivan County, Missouri",0.0310
"G2902130","2006-2010",,,"Missouri","29","Taney County","213",,,,,,,,,,,,,,,,,,,,,,,,,,"Taney County, Missouri",0.4560,"Taney County, Missouri",0.0372
"G2902150","2006-2010",,,"Missouri","29","Texas County","215",,,,,,,,,,,,,,,,,,,,,,,,,,"Texas County, Missouri",0.4430,"Texas County, Missouri",0.0255
"G2902170","2006-2010",,,"Missouri","29","Vernon County","217",,,,,,,,,,,,,,,,,,,,,,,,,,"Vernon County, Missouri",0.4270,"Vernon County, Missouri",0.0179
"G2902190","2006-2010",,,"Missouri","29","Warren County","219",,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Missouri",0.4210,"Warren County, Missouri",0.0216
"G2902210","2006-2010",,,"Missouri","29","Washington County","221",,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Missouri",0.4340,"Washington County, Missouri",0.0290
"G2902230","2006-2010",,,"Missouri","29","Wayne County","223",,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Missouri",0.4230,"Wayne County, Missouri",0.0198
"G2902250","2006-2010",,,"Missouri","29","Webster County","225",,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Missouri",0.4050,"Webster County, Missouri",0.0194
"G2902270","2006-2010",,,"Missouri","29","Worth County","227",,,,,,,,,,,,,,,,,,,,,,,,,,"Worth County, Missouri",0.3620,"Worth County, Missouri",0.0410
"G2902290","2006-2010",,,"Missouri","29","Wright County","229",,,,,,,,,,,,,,,,,,,,,,,,,,"Wright County, Missouri",0.4610,"Wright County, Missouri",0.0436
"G2905100","2006-2010",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,,,,,,,,,"St. Louis city, Missouri",0.4870,"St. Louis city, Missouri",0.0067
"G3000010","2006-2010",,,"Montana","30","Beaverhead County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Beaverhead County, Montana",0.4340,"Beaverhead County, Montana",0.0296
"G3000030","2006-2010",,,"Montana","30","Big Horn County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Big Horn County, Montana",0.4320,"Big Horn County, Montana",0.0258
"G3000050","2006-2010",,,"Montana","30","Blaine County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Montana",0.4240,"Blaine County, Montana",0.0273
"G3000070","2006-2010",,,"Montana","30","Broadwater County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Broadwater County, Montana",0.3630,"Broadwater County, Montana",0.0312
"G3000090","2006-2010",,,"Montana","30","Carbon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Carbon County, Montana",0.4190,"Carbon County, Montana",0.0250
"G3000110","2006-2010",,,"Montana","30","Carter County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Montana",0.4500,"Carter County, Montana",0.0439
"G3000130","2006-2010",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Cascade County, Montana",0.4270,"Cascade County, Montana",0.0142
"G3000150","2006-2010",,,"Montana","30","Chouteau County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Chouteau County, Montana",0.4250,"Chouteau County, Montana",0.0263
"G3000170","2006-2010",,,"Montana","30","Custer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Montana",0.4170,"Custer County, Montana",0.0233
"G3000190","2006-2010",,,"Montana","30","Daniels County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Daniels County, Montana",0.4340,"Daniels County, Montana",0.0409
"G3000210","2006-2010",,,"Montana","30","Dawson County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Montana",0.3920,"Dawson County, Montana",0.0264
"G3000230","2006-2010",,,"Montana","30","Deer Lodge County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Deer Lodge County, Montana",0.4260,"Deer Lodge County, Montana",0.0240
"G3000250","2006-2010",,,"Montana","30","Fallon County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Fallon County, Montana",0.4040,"Fallon County, Montana",0.0301
"G3000270","2006-2010",,,"Montana","30","Fergus County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Fergus County, Montana",0.4380,"Fergus County, Montana",0.0267
"G3000290","2006-2010",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Flathead County, Montana",0.4360,"Flathead County, Montana",0.0141
"G3000310","2006-2010",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Montana",0.4370,"Gallatin County, Montana",0.0130
"G3000330","2006-2010",,,"Montana","30","Garfield County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Montana",0.3930,"Garfield County, Montana",0.0317
"G3000350","2006-2010",,,"Montana","30","Glacier County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Glacier County, Montana",0.4370,"Glacier County, Montana",0.0290
"G3000370","2006-2010",,,"Montana","30","Golden Valley County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"Golden Valley County, Montana",0.4130,"Golden Valley County, Montana",0.0536
"G3000390","2006-2010",,,"Montana","30","Granite County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"Granite County, Montana",0.4530,"Granite County, Montana",0.0466
"G3000410","2006-2010",,,"Montana","30","Hill County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"Hill County, Montana",0.4320,"Hill County, Montana",0.0290
"G3000430","2006-2010",,,"Montana","30","Jefferson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Montana",0.3970,"Jefferson County, Montana",0.0268
"G3000450","2006-2010",,,"Montana","30","Judith Basin County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"Judith Basin County, Montana",0.4390,"Judith Basin County, Montana",0.0366
"G3000470","2006-2010",,,"Montana","30","Lake County","047",,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Montana",0.4300,"Lake County, Montana",0.0176
"G3000490","2006-2010",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis and Clark County, Montana",0.4000,"Lewis and Clark County, Montana",0.0125
"G3000510","2006-2010",,,"Montana","30","Liberty County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Montana",0.4400,"Liberty County, Montana",0.0416
"G3000530","2006-2010",,,"Montana","30","Lincoln County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Montana",0.4270,"Lincoln County, Montana",0.0208
"G3000550","2006-2010",,,"Montana","30","McCone County","055",,,,,,,,,,,,,,,,,,,,,,,,,,"McCone County, Montana",0.3910,"McCone County, Montana",0.0373
"G3000570","2006-2010",,,"Montana","30","Madison County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Montana",0.5070,"Madison County, Montana",0.0800
"G3000590","2006-2010",,,"Montana","30","Meagher County","059",,,,,,,,,,,,,,,,,,,,,,,,,,"Meagher County, Montana",0.4520,"Meagher County, Montana",0.0415
"G3000610","2006-2010",,,"Montana","30","Mineral County","061",,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Montana",0.3810,"Mineral County, Montana",0.0224
"G3000630","2006-2010",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"Missoula County, Montana",0.4700,"Missoula County, Montana",0.0144
"G3000650","2006-2010",,,"Montana","30","Musselshell County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Musselshell County, Montana",0.4320,"Musselshell County, Montana",0.0391
"G3000670","2006-2010",,,"Montana","30","Park County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"Park County, Montana",0.4560,"Park County, Montana",0.0258
"G3000690","2006-2010",,,"Montana","30","Petroleum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"Petroleum County, Montana",0.3980,"Petroleum County, Montana",0.0832
"G3000710","2006-2010",,,"Montana","30","Phillips County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Montana",0.4790,"Phillips County, Montana",0.1039
"G3000730","2006-2010",,,"Montana","30","Pondera County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"Pondera County, Montana",0.4500,"Pondera County, Montana",0.0319
"G3000750","2006-2010",,,"Montana","30","Powder River County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"Powder River County, Montana",0.4770,"Powder River County, Montana",0.0442
"G3000770","2006-2010",,,"Montana","30","Powell County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"Powell County, Montana",0.3980,"Powell County, Montana",0.0284
"G3000790","2006-2010",,,"Montana","30","Prairie County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Montana",0.4200,"Prairie County, Montana",0.0380
"G3000810","2006-2010",,,"Montana","30","Ravalli County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"Ravalli County, Montana",0.4530,"Ravalli County, Montana",0.0236
"G3000830","2006-2010",,,"Montana","30","Richland County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, Montana",0.4320,"Richland County, Montana",0.0318
"G3000850","2006-2010",,,"Montana","30","Roosevelt County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"Roosevelt County, Montana",0.4270,"Roosevelt County, Montana",0.0235
"G3000870","2006-2010",,,"Montana","30","Rosebud County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"Rosebud County, Montana",0.4070,"Rosebud County, Montana",0.0196
"G3000890","2006-2010",,,"Montana","30","Sanders County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"Sanders County, Montana",0.4220,"Sanders County, Montana",0.0176
"G3000910","2006-2010",,,"Montana","30","Sheridan County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Montana",0.4500,"Sheridan County, Montana",0.0262
"G3000930","2006-2010",,,"Montana","30","Silver Bow County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Silver Bow County, Montana",0.4130,"Silver Bow County, Montana",0.0131
"G3000950","2006-2010",,,"Montana","30","Stillwater County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"Stillwater County, Montana",0.3880,"Stillwater County, Montana",0.0210
"G3000970","2006-2010",,,"Montana","30","Sweet Grass County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"Sweet Grass County, Montana",0.4150,"Sweet Grass County, Montana",0.0390
"G3000990","2006-2010",,,"Montana","30","Teton County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"Teton County, Montana",0.4320,"Teton County, Montana",0.0317
"G3001010","2006-2010",,,"Montana","30","Toole County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"Toole County, Montana",0.4340,"Toole County, Montana",0.0402
"G3001030","2006-2010",,,"Montana","30","Treasure County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Treasure County, Montana",0.3800,"Treasure County, Montana",0.0258
"G3001050","2006-2010",,,"Montana","30","Valley County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Montana",0.4170,"Valley County, Montana",0.0419
"G3001070","2006-2010",,,"Montana","30","Wheatland County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"Wheatland County, Montana",0.4500,"Wheatland County, Montana",0.0422
"G3001090","2006-2010",,,"Montana","30","Wibaux County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"Wibaux County, Montana",0.4170,"Wibaux County, Montana",0.0493
"G3001110","2006-2010",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"Yellowstone County, Montana",0.4290,"Yellowstone County, Montana",0.0097
"G3100010","2006-2010",,,"Nebraska","31","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Nebraska",0.4400,"Adams County, Nebraska",0.0222
"G3100030","2006-2010",,,"Nebraska","31","Antelope County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Antelope County, Nebraska",0.4240,"Antelope County, Nebraska",0.0277
"G3100050","2006-2010",,,"Nebraska","31","Arthur County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Arthur County, Nebraska",0.3410,"Arthur County, Nebraska",0.0487
"G3100070","2006-2010",,,"Nebraska","31","Banner County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Banner County, Nebraska",0.4960,"Banner County, Nebraska",0.0739
"G3100090","2006-2010",,,"Nebraska","31","Blaine County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Nebraska",0.3370,"Blaine County, Nebraska",0.0551
"G3100110","2006-2010",,,"Nebraska","31","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Nebraska",0.4290,"Boone County, Nebraska",0.0540
"G3100130","2006-2010",,,"Nebraska","31","Box Butte County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Box Butte County, Nebraska",0.4070,"Box Butte County, Nebraska",0.0201
"G3100150","2006-2010",,,"Nebraska","31","Boyd County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Boyd County, Nebraska",0.3910,"Boyd County, Nebraska",0.0393
