GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADKXE001,ADKXE002,ADKXE003,ADKXE004,ADKXE005,ADKXE006,ADKXE007,ADKXE008,ADKXE009,ADKXE010,NAME_M,ADKXM001,ADKXM002,ADKXM003,ADKXM004,ADKXM005,ADKXM006,ADKXM007,ADKXM008,ADKXM009,ADKXM010
"G5400350","2011-2015",,,"West Virginia","54","Jackson County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, West Virginia",29256,28496,194,32,59,0,18,457,0,457,"Jackson County, West Virginia",0,22,149,50,75,20,33,151,20,151
"G5400370","2011-2015",,,"West Virginia","54","Jefferson County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, West Virginia",55214,48722,3846,67,896,0,313,1370,206,1164,"Jefferson County, West Virginia",0,219,183,55,142,26,150,251,146,219
"G5400390","2011-2015",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kanawha County, West Virginia",190781,169265,8539,319,2100,0,361,10197,103,10094,"Kanawha County, West Virginia",0,220,661,139,229,26,182,675,62,670
"G5400410","2011-2015",,,"West Virginia","54","Lewis County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, West Virginia",16434,16074,88,0,43,18,0,211,50,161,"Lewis County, West Virginia",0,136,64,17,39,27,17,125,40,114
"G5400430","2011-2015",,,"West Virginia","54","Lincoln County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, West Virginia",21560,21199,103,38,58,0,0,162,0,162,"Lincoln County, West Virginia",0,40,79,57,58,20,20,101,20,101
"G5400450","2011-2015",,,"West Virginia","54","Logan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, West Virginia",35760,34489,784,89,130,0,59,209,6,203,"Logan County, West Virginia",0,63,94,80,10,23,48,132,9,133
"G5400470","2011-2015",,,"West Virginia","54","McDowell County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McDowell County, West Virginia",20802,18588,1905,24,0,0,119,166,42,124,"McDowell County, West Virginia",0,50,92,42,17,17,48,66,42,58
"G5400490","2011-2015",,,"West Virginia","54","Marion County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, West Virginia",56790,53357,2057,70,293,12,0,1001,41,960,"Marion County, West Virginia",0,164,161,68,102,19,26,238,47,241
"G5400510","2011-2015",,,"West Virginia","54","Marshall County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, West Virginia",32480,31722,279,123,132,9,56,159,14,145,"Marshall County, West Virginia",0,52,51,40,39,16,44,77,22,72
"G5400530","2011-2015",,,"West Virginia","54","Mason County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, West Virginia",27177,26597,197,0,16,0,27,340,42,298,"Mason County, West Virginia",0,131,105,20,23,20,43,150,69,139
"G5400550","2011-2015",,,"West Virginia","54","Mercer County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, West Virginia",61891,56409,3625,159,405,22,110,1161,53,1108,"Mercer County, West Virginia",0,145,160,60,25,30,104,179,45,172
"G5400570","2011-2015",,,"West Virginia","54","Mineral County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, West Virginia",27755,26316,873,1,83,0,47,435,27,408,"Mineral County, West Virginia",0,70,104,2,48,20,38,119,45,110
"G5400590","2011-2015",,,"West Virginia","54","Mingo County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mingo County, West Virginia",25931,24917,367,28,106,0,85,428,0,428,"Mingo County, West Virginia",0,23,132,30,101,20,89,131,20,131
"G5400610","2011-2015",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monongalia County, West Virginia",101668,92088,3657,123,3203,0,359,2238,140,2098,"Monongalia County, West Virginia",0,188,367,49,231,26,158,412,122,407
"G5400630","2011-2015",,,"West Virginia","54","Monroe County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, West Virginia",13525,13208,94,47,0,0,0,176,19,157,"Monroe County, West Virginia",0,141,78,29,17,17,17,101,27,91
"G5400650","2011-2015",,,"West Virginia","54","Morgan County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, West Virginia",17475,17013,135,15,73,0,0,239,2,237,"Morgan County, West Virginia",0,6,78,19,21,17,17,84,6,83
"G5400670","2011-2015",,,"West Virginia","54","Nicholas County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nicholas County, West Virginia",25930,25756,9,1,54,0,0,110,0,110,"Nicholas County, West Virginia",0,122,33,2,51,20,20,73,20,73
"G5400690","2011-2015",,,"West Virginia","54","Ohio County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio County, West Virginia",43637,40642,1812,58,371,0,126,628,25,603,"Ohio County, West Virginia",0,65,118,44,37,23,68,136,28,131
"G5400710","2011-2015",,,"West Virginia","54","Pendleton County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pendleton County, West Virginia",7402,7103,202,0,3,0,8,86,0,86,"Pendleton County, West Virginia",0,60,74,15,6,15,13,67,15,67
"G5400730","2011-2015",,,"West Virginia","54","Pleasants County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pleasants County, West Virginia",7636,7418,21,6,0,0,0,191,21,170,"Pleasants County, West Virginia",0,38,24,11,15,15,15,39,30,42
"G5400750","2011-2015",,,"West Virginia","54","Pocahontas County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pocahontas County, West Virginia",8697,8415,129,0,0,0,0,153,9,144,"Pocahontas County, West Virginia",0,45,64,15,15,15,15,37,10,38
"G5400770","2011-2015",,,"West Virginia","54","Preston County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Preston County, West Virginia",33809,31836,1343,69,53,14,111,383,147,236,"Preston County, West Virginia",0,803,813,56,51,23,76,164,132,103
"G5400790","2011-2015",,,"West Virginia","54","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, West Virginia",56596,54686,849,80,192,0,96,693,37,656,"Putnam County, West Virginia",0,142,213,90,97,26,140,219,62,224
"G5400810","2011-2015",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raleigh County, West Virginia",78493,69311,6500,256,933,73,412,1008,87,921,"Raleigh County, West Virginia",0,301,180,107,139,68,314,228,63,214
"G5400830","2011-2015",,,"West Virginia","54","Randolph County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, West Virginia",29365,28456,565,62,52,0,26,204,14,190,"Randolph County, West Virginia",0,51,116,47,63,20,28,96,26,89
"G5400850","2011-2015",,,"West Virginia","54","Ritchie County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ritchie County, West Virginia",10140,9961,48,0,0,0,3,128,0,128,"Ritchie County, West Virginia",0,42,39,15,15,15,5,51,15,51
"G5400870","2011-2015",,,"West Virginia","54","Roane County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roane County, West Virginia",14636,14334,3,18,19,1,30,231,0,231,"Roane County, West Virginia",0,30,6,12,15,3,30,22,17,22
"G5400890","2011-2015",,,"West Virginia","54","Summers County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Summers County, West Virginia",13544,12602,686,45,20,0,26,165,9,156,"Summers County, West Virginia",0,138,160,71,32,17,24,92,16,91
"G5400910","2011-2015",,,"West Virginia","54","Taylor County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, West Virginia",16977,16512,161,26,163,14,6,95,6,89,"Taylor County, West Virginia",0,18,87,33,141,21,10,63,13,62
"G5400930","2011-2015",,,"West Virginia","54","Tucker County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tucker County, West Virginia",6972,6844,16,0,42,0,0,70,0,70,"Tucker County, West Virginia",0,30,18,15,46,15,15,32,15,32
"G5400950","2011-2015",,,"West Virginia","54","Tyler County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyler County, West Virginia",9033,8919,15,5,0,0,2,92,0,92,"Tyler County, West Virginia",0,6,14,7,15,15,6,15,15,15
"G5400970","2011-2015",,,"West Virginia","54","Upshur County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Upshur County, West Virginia",24560,23925,270,47,58,40,13,207,8,199,"Upshur County, West Virginia",0,41,107,48,48,58,22,111,13,111
"G5400990","2011-2015",,,"West Virginia","54","Wayne County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, West Virginia",41499,40640,150,33,55,0,89,532,5,527,"Wayne County, West Virginia",0,89,113,41,58,23,93,142,7,142
"G5401010","2011-2015",,,"West Virginia","54","Webster County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, West Virginia",8927,8747,11,24,33,10,0,102,0,102,"Webster County, West Virginia",0,36,11,32,47,15,15,55,15,55
"G5401030","2011-2015",,,"West Virginia","54","Wetzel County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wetzel County, West Virginia",16157,15905,19,6,76,0,0,151,0,151,"Wetzel County, West Virginia",0,17,24,10,49,17,17,54,17,54
"G5401050","2011-2015",,,"West Virginia","54","Wirt County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wirt County, West Virginia",5841,5690,49,23,0,0,7,72,0,72,"Wirt County, West Virginia",0,21,48,36,15,15,14,55,15,55
"G5401070","2011-2015",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wood County, West Virginia",86559,83261,917,124,526,134,218,1379,47,1332,"Wood County, West Virginia",0,189,127,54,63,149,127,153,47,149
"G5401090","2011-2015",,,"West Virginia","54","Wyoming County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming County, West Virginia",22866,22346,179,6,0,0,29,306,0,306,"Wyoming County, West Virginia",0,42,73,10,20,20,50,80,20,80
"G5500010","2011-2015",,,"Wisconsin","55","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Wisconsin",20451,19058,624,102,80,41,147,399,66,333,"Adams County, Wisconsin",0,79,65,40,30,31,67,93,35,88
"G5500030","2011-2015",,,"Wisconsin","55","Ashland County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashland County, Wisconsin",15993,13588,84,1621,83,1,28,588,0,588,"Ashland County, Wisconsin",0,40,30,165,27,2,21,170,14,170
"G5500050","2011-2015",,,"Wisconsin","55","Barron County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barron County, Wisconsin",45686,43704,579,353,217,0,324,509,4,505,"Barron County, Wisconsin",0,125,110,60,51,18,126,125,4,126
"G5500070","2011-2015",,,"Wisconsin","55","Bayfield County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayfield County, Wisconsin",15050,13000,100,1503,67,0,38,342,2,340,"Bayfield County, Wisconsin",0,32,21,59,13,14,18,64,3,65
"G5500090","2011-2015",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Wisconsin",254717,220204,6011,5756,7709,27,7335,7675,986,6689,"Brown County, Wisconsin",0,1289,598,488,367,29,1262,803,293,803
"G5500110","2011-2015",,,"Wisconsin","55","Buffalo County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buffalo County, Wisconsin",13319,12985,63,20,12,0,113,126,0,126,"Buffalo County, Wisconsin",0,49,24,11,6,14,49,27,14,27
"G5500130","2011-2015",,,"Wisconsin","55","Burnett County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burnett County, Wisconsin",15334,14037,74,758,63,4,39,359,19,340,"Burnett County, Wisconsin",0,43,31,55,10,5,21,67,11,67
"G5500150","2011-2015",,,"Wisconsin","55","Calumet County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calumet County, Wisconsin",49678,47034,387,289,1198,0,346,424,52,372,"Calumet County, Wisconsin",0,251,106,54,140,18,225,160,43,156
"G5500170","2011-2015",,,"Wisconsin","55","Chippewa County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chippewa County, Wisconsin",63209,60128,859,166,760,0,145,1151,47,1104,"Chippewa County, Wisconsin",0,114,83,46,111,20,83,184,33,181
"G5500190","2011-2015",,,"Wisconsin","55","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Wisconsin",34518,33524,139,120,154,0,216,365,40,325,"Clark County, Wisconsin",0,90,31,36,31,18,89,58,29,54
"G5500210","2011-2015",,,"Wisconsin","55","Columbia County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Wisconsin",56607,54158,857,287,301,11,212,781,66,715,"Columbia County, Wisconsin",0,146,92,100,53,12,69,196,44,176
"G5500230","2011-2015",,,"Wisconsin","55","Crawford County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Wisconsin",16483,15862,295,91,61,0,24,150,20,130,"Crawford County, Wisconsin",0,30,81,38,27,14,21,68,15,66
"G5500250","2011-2015",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dane County, Wisconsin",510198,430716,26527,1241,27576,120,9620,14398,1617,12781,"Dane County, Wisconsin",0,1248,927,241,479,61,1257,1153,331,1062
"G5500270","2011-2015",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dodge County, Wisconsin",88547,83078,1856,700,534,0,821,1558,261,1297,"Dodge County, Wisconsin",0,275,200,169,108,20,234,273,151,223
"G5500290","2011-2015",,,"Wisconsin","55","Door County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Door County, Wisconsin",27731,26793,150,223,133,0,109,323,33,290,"Door County, Wisconsin",0,80,40,38,22,16,60,94,32,97
"G5500310","2011-2015",,,"Wisconsin","55","Douglas County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Wisconsin",43799,40710,483,709,498,2,116,1281,48,1233,"Douglas County, Wisconsin",0,71,92,125,34,2,72,154,46,150
"G5500330","2011-2015",,,"Wisconsin","55","Dunn County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dunn County, Wisconsin",44159,41696,264,178,926,0,104,991,73,918,"Dunn County, Wisconsin",0,100,142,62,188,18,57,247,69,257
"G5500350","2011-2015",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eau Claire County, Wisconsin",101281,93940,747,504,3492,103,236,2259,190,2069,"Eau Claire County, Wisconsin",0,289,191,169,220,103,141,388,184,317
"G5500370","2011-2015",,,"Wisconsin","55","Florence County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Florence County, Wisconsin",4476,4407,9,31,3,0,0,26,11,15,"Florence County, Wisconsin",0,31,12,25,5,9,9,20,17,11
"G5500390","2011-2015",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fond du Lac County, Wisconsin",101920,95382,1187,471,1341,17,1900,1622,117,1505,"Fond du Lac County, Wisconsin",0,480,208,120,146,17,520,274,72,261
"G5500410","2011-2015",,,"Wisconsin","55","Forest County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forest County, Wisconsin",9150,7527,45,1324,14,8,0,232,0,232,"Forest County, Wisconsin",0,44,30,78,9,9,12,66,12,66
"G5500430","2011-2015",,,"Wisconsin","55","Grant County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Wisconsin",51489,49809,671,76,379,13,141,400,14,386,"Grant County, Wisconsin",0,76,71,41,51,24,72,88,14,91
"G5500450","2011-2015",,,"Wisconsin","55","Green County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Green County, Wisconsin",37044,36006,110,60,237,0,152,479,4,475,"Green County, Wisconsin",0,97,59,35,44,18,88,85,7,86
"G5500470","2011-2015",,,"Wisconsin","55","Green Lake County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Green Lake County, Wisconsin",18966,18229,102,58,75,8,295,199,0,199,"Green Lake County, Wisconsin",0,153,36,21,46,16,154,68,14,68
"G5500490","2011-2015",,,"Wisconsin","55","Iowa County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iowa County, Wisconsin",23769,23049,98,48,141,0,196,237,12,225,"Iowa County, Wisconsin",0,72,28,28,33,16,79,57,13,54
"G5500510","2011-2015",,,"Wisconsin","55","Iron County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iron County, Wisconsin",5907,5737,26,36,4,0,20,84,12,72,"Iron County, Wisconsin",0,18,27,19,4,12,18,30,11,26
"G5500530","2011-2015",,,"Wisconsin","55","Jackson County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Wisconsin",20543,18129,468,1153,94,0,222,477,22,455,"Jackson County, Wisconsin",0,68,59,85,29,16,68,125,19,122
"G5500550","2011-2015",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Wisconsin",84345,79716,699,91,581,0,1663,1595,277,1318,"Jefferson County, Wisconsin",0,425,120,37,76,20,362,277,154,259
"G5500570","2011-2015",,,"Wisconsin","55","Juneau County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Juneau County, Wisconsin",26494,24991,622,421,117,6,96,241,19,222,"Juneau County, Wisconsin",0,53,45,34,23,10,47,60,17,58
"G5500590","2011-2015",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenosha County, Wisconsin",167738,146732,12381,582,2337,31,2139,3536,640,2896,"Kenosha County, Wisconsin",0,654,351,149,270,28,567,517,253,479
"G5500610","2011-2015",,,"Wisconsin","55","Kewaunee County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kewaunee County, Wisconsin",20483,19890,64,116,80,0,100,233,15,218,"Kewaunee County, Wisconsin",0,82,51,75,22,16,73,81,14,78
"G5500630","2011-2015",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Crosse County, Wisconsin",117048,107081,1626,515,5225,30,762,1809,78,1731,"La Crosse County, Wisconsin",0,229,219,105,200,44,256,371,61,361
"G5500650","2011-2015",,,"Wisconsin","55","Lafayette County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Wisconsin",16835,16298,65,59,35,0,267,111,0,111,"Lafayette County, Wisconsin",0,82,16,25,28,14,84,40,14,40
"G5500670","2011-2015",,,"Wisconsin","55","Langlade County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Langlade County, Wisconsin",19551,18806,152,152,62,14,72,293,8,285,"Langlade County, Wisconsin",0,76,56,92,32,20,34,79,8,78
"G5500690","2011-2015",,,"Wisconsin","55","Lincoln County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Wisconsin",28286,27426,147,83,122,0,82,426,12,414,"Lincoln County, Wisconsin",0,64,48,38,27,16,55,65,16,63
"G5500710","2011-2015",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manitowoc County, Wisconsin",80521,76148,375,433,2137,55,429,944,34,910,"Manitowoc County, Wisconsin",0,183,109,90,135,69,176,188,42,193
"G5500730","2011-2015",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marathon County, Wisconsin",135177,123851,950,409,7380,34,241,2312,93,2219,"Marathon County, Wisconsin",0,260,166,121,269,30,92,424,66,417
"G5500750","2011-2015",,,"Wisconsin","55","Marinette County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marinette County, Wisconsin",41287,39935,153,176,226,15,224,558,5,553,"Marinette County, Wisconsin",0,95,49,63,43,15,103,87,6,88
"G5500770","2011-2015",,,"Wisconsin","55","Marquette County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marquette County, Wisconsin",15140,14614,66,34,73,4,149,200,1,199,"Marquette County, Wisconsin",0,87,24,22,9,5,87,35,5,34
"G5500780","2011-2015",,,"Wisconsin","55","Menominee County","078",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Menominee County, Wisconsin",4451,490,19,3777,109,0,7,49,1,48,"Menominee County, Wisconsin",0,44,16,59,5,9,12,36,5,35
"G5500790","2011-2015",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milwaukee County, Wisconsin",955939,591196,252367,5538,36059,179,40113,30487,4508,25979,"Milwaukee County, Wisconsin",0,1938,1112,476,628,63,1751,1346,670,1106
"G5500810","2011-2015",,,"Wisconsin","55","Monroe County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Wisconsin",45274,42573,451,427,323,0,491,1009,157,852,"Monroe County, Wisconsin",0,194,98,75,70,18,167,159,76,150
"G5500830","2011-2015",,,"Wisconsin","55","Oconto County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oconto County, Wisconsin",37476,36101,92,363,166,0,262,492,40,452,"Oconto County, Wisconsin",0,84,36,60,21,18,78,79,36,70
"G5500850","2011-2015",,,"Wisconsin","55","Oneida County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oneida County, Wisconsin",35653,34342,263,365,224,6,95,358,39,319,"Oneida County, Wisconsin",0,74,47,98,44,11,55,115,35,108
"G5500870","2011-2015",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Outagamie County, Wisconsin",180430,163324,2011,2937,5785,30,3253,3090,229,2861,"Outagamie County, Wisconsin",0,462,262,249,245,29,486,455,139,461
"G5500890","2011-2015",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ozaukee County, Wisconsin",87273,82559,1191,288,1825,18,272,1120,90,1030,"Ozaukee County, Wisconsin",0,180,160,107,151,21,140,244,53,232
"G5500910","2011-2015",,,"Wisconsin","55","Pepin County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pepin County, Wisconsin",7372,7233,26,11,18,0,15,69,6,63,"Pepin County, Wisconsin",0,15,12,12,11,12,12,22,8,20
"G5500930","2011-2015",,,"Wisconsin","55","Pierce County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Wisconsin",40799,39336,198,127,452,9,175,502,15,487,"Pierce County, Wisconsin",0,127,39,64,61,19,115,99,17,98
"G5500950","2011-2015",,,"Wisconsin","55","Polk County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Wisconsin",43572,41956,169,439,236,0,324,448,34,414,"Polk County, Wisconsin",0,90,41,59,55,18,93,78,15,78
"G5500970","2011-2015",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portage County, Wisconsin",70432,66232,434,448,1903,9,357,1049,94,955,"Portage County, Wisconsin",0,196,101,181,134,13,116,199,69,193
"G5500990","2011-2015",,,"Wisconsin","55","Price County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Price County, Wisconsin",13800,13355,48,63,75,58,11,190,7,183,"Price County, Wisconsin",0,32,44,20,15,8,14,58,9,58
"G5501010","2011-2015",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Racine County, Wisconsin",194895,157544,21574,1060,2316,54,6558,5789,1368,4421,"Racine County, Wisconsin",0,1245,566,207,153,45,1049,811,391,757
"G5501030","2011-2015",,,"Wisconsin","55","Richland County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, Wisconsin",17746,17115,129,53,68,8,168,205,11,194,"Richland County, Wisconsin",0,94,43,26,26,9,89,44,17,46
"G5501050","2011-2015",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock County, Wisconsin",160727,144840,5612,367,1850,0,1906,6152,245,5907,"Rock County, Wisconsin",0,627,547,152,137,20,540,663,104,676
"G5501070","2011-2015",,,"Wisconsin","55","Rusk County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rusk County, Wisconsin",14357,13906,141,73,54,0,52,131,23,108,"Rusk County, Wisconsin",0,28,10,21,30,14,34,45,16,42
