GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADOLE001,NAME_M,ADOLM001
"G2700290","2011-2015",,,"Minnesota","27","Clearwater County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clearwater County, Minnesota",23391,"Clearwater County, Minnesota",978
"G2700310","2011-2015",,,"Minnesota","27","Cook County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cook County, Minnesota",33056,"Cook County, Minnesota",2767
"G2700330","2011-2015",,,"Minnesota","27","Cottonwood County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cottonwood County, Minnesota",24978,"Cottonwood County, Minnesota",1079
"G2700350","2011-2015",,,"Minnesota","27","Crow Wing County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crow Wing County, Minnesota",27936,"Crow Wing County, Minnesota",878
"G2700370","2011-2015",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dakota County, Minnesota",36171,"Dakota County, Minnesota",409
"G2700390","2011-2015",,,"Minnesota","27","Dodge County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dodge County, Minnesota",30091,"Dodge County, Minnesota",967
"G2700410","2011-2015",,,"Minnesota","27","Douglas County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Minnesota",29953,"Douglas County, Minnesota",1253
"G2700430","2011-2015",,,"Minnesota","27","Faribault County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faribault County, Minnesota",27135,"Faribault County, Minnesota",1094
"G2700450","2011-2015",,,"Minnesota","27","Fillmore County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fillmore County, Minnesota",26348,"Fillmore County, Minnesota",626
"G2700470","2011-2015",,,"Minnesota","27","Freeborn County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Freeborn County, Minnesota",26494,"Freeborn County, Minnesota",802
"G2700490","2011-2015",,,"Minnesota","27","Goodhue County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goodhue County, Minnesota",30236,"Goodhue County, Minnesota",1122
"G2700510","2011-2015",,,"Minnesota","27","Grant County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Minnesota",27952,"Grant County, Minnesota",1010
"G2700530","2011-2015",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hennepin County, Minnesota",38724,"Hennepin County, Minnesota",305
"G2700550","2011-2015",,,"Minnesota","27","Houston County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Houston County, Minnesota",27626,"Houston County, Minnesota",782
"G2700570","2011-2015",,,"Minnesota","27","Hubbard County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hubbard County, Minnesota",25725,"Hubbard County, Minnesota",698
"G2700590","2011-2015",,,"Minnesota","27","Isanti County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Isanti County, Minnesota",27152,"Isanti County, Minnesota",1063
"G2700610","2011-2015",,,"Minnesota","27","Itasca County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Itasca County, Minnesota",25219,"Itasca County, Minnesota",640
"G2700630","2011-2015",,,"Minnesota","27","Jackson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Minnesota",27494,"Jackson County, Minnesota",1066
"G2700650","2011-2015",,,"Minnesota","27","Kanabec County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kanabec County, Minnesota",23661,"Kanabec County, Minnesota",760
"G2700670","2011-2015",,,"Minnesota","27","Kandiyohi County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kandiyohi County, Minnesota",27560,"Kandiyohi County, Minnesota",814
"G2700690","2011-2015",,,"Minnesota","27","Kittson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kittson County, Minnesota",29279,"Kittson County, Minnesota",1387
"G2700710","2011-2015",,,"Minnesota","27","Koochiching County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Koochiching County, Minnesota",25398,"Koochiching County, Minnesota",1651
"G2700730","2011-2015",,,"Minnesota","27","Lac qui Parle County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lac qui Parle County, Minnesota",29541,"Lac qui Parle County, Minnesota",1422
"G2700750","2011-2015",,,"Minnesota","27","Lake County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Minnesota",29346,"Lake County, Minnesota",1351
"G2700770","2011-2015",,,"Minnesota","27","Lake of the Woods County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake of the Woods County, Minnesota",22543,"Lake of the Woods County, Minnesota",1720
"G2700790","2011-2015",,,"Minnesota","27","Le Sueur County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Le Sueur County, Minnesota",28483,"Le Sueur County, Minnesota",771
"G2700810","2011-2015",,,"Minnesota","27","Lincoln County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Minnesota",26910,"Lincoln County, Minnesota",1232
"G2700830","2011-2015",,,"Minnesota","27","Lyon County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Minnesota",28010,"Lyon County, Minnesota",1927
"G2700850","2011-2015",,,"Minnesota","27","McLeod County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McLeod County, Minnesota",27612,"McLeod County, Minnesota",793
"G2700870","2011-2015",,,"Minnesota","27","Mahnomen County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahnomen County, Minnesota",19743,"Mahnomen County, Minnesota",688
"G2700890","2011-2015",,,"Minnesota","27","Marshall County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Minnesota",27863,"Marshall County, Minnesota",1000
"G2700910","2011-2015",,,"Minnesota","27","Martin County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Minnesota",28244,"Martin County, Minnesota",1181
"G2700930","2011-2015",,,"Minnesota","27","Meeker County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meeker County, Minnesota",27313,"Meeker County, Minnesota",767
"G2700950","2011-2015",,,"Minnesota","27","Mille Lacs County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mille Lacs County, Minnesota",23603,"Mille Lacs County, Minnesota",742
"G2700970","2011-2015",,,"Minnesota","27","Morrison County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morrison County, Minnesota",24984,"Morrison County, Minnesota",797
"G2700990","2011-2015",,,"Minnesota","27","Mower County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mower County, Minnesota",26265,"Mower County, Minnesota",1099
"G2701010","2011-2015",,,"Minnesota","27","Murray County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Murray County, Minnesota",28976,"Murray County, Minnesota",990
"G2701030","2011-2015",,,"Minnesota","27","Nicollet County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nicollet County, Minnesota",28118,"Nicollet County, Minnesota",1123
"G2701050","2011-2015",,,"Minnesota","27","Nobles County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nobles County, Minnesota",23515,"Nobles County, Minnesota",960
"G2701070","2011-2015",,,"Minnesota","27","Norman County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norman County, Minnesota",25314,"Norman County, Minnesota",834
"G2701090","2011-2015",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Olmsted County, Minnesota",35267,"Olmsted County, Minnesota",639
"G2701110","2011-2015",,,"Minnesota","27","Otter Tail County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otter Tail County, Minnesota",28066,"Otter Tail County, Minnesota",652
"G2701130","2011-2015",,,"Minnesota","27","Pennington County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pennington County, Minnesota",25500,"Pennington County, Minnesota",924
"G2701150","2011-2015",,,"Minnesota","27","Pine County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pine County, Minnesota",22436,"Pine County, Minnesota",531
"G2701170","2011-2015",,,"Minnesota","27","Pipestone County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pipestone County, Minnesota",26842,"Pipestone County, Minnesota",2120
"G2701190","2011-2015",,,"Minnesota","27","Polk County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Minnesota",26766,"Polk County, Minnesota",627
"G2701210","2011-2015",,,"Minnesota","27","Pope County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Minnesota",30071,"Pope County, Minnesota",1430
"G2701230","2011-2015",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ramsey County, Minnesota",30333,"Ramsey County, Minnesota",374
"G2701250","2011-2015",,,"Minnesota","27","Red Lake County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red Lake County, Minnesota",25183,"Red Lake County, Minnesota",1261
"G2701270","2011-2015",,,"Minnesota","27","Redwood County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redwood County, Minnesota",25716,"Redwood County, Minnesota",787
"G2701290","2011-2015",,,"Minnesota","27","Renville County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Renville County, Minnesota",28698,"Renville County, Minnesota",836
"G2701310","2011-2015",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rice County, Minnesota",26660,"Rice County, Minnesota",727
"G2701330","2011-2015",,,"Minnesota","27","Rock County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock County, Minnesota",26065,"Rock County, Minnesota",1276
"G2701350","2011-2015",,,"Minnesota","27","Roseau County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roseau County, Minnesota",26698,"Roseau County, Minnesota",935
"G2701370","2011-2015",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Louis County, Minnesota",27190,"St. Louis County, Minnesota",463
"G2701390","2011-2015",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Minnesota",36180,"Scott County, Minnesota",690
"G2701410","2011-2015",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherburne County, Minnesota",29923,"Sherburne County, Minnesota",811
"G2701430","2011-2015",,,"Minnesota","27","Sibley County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sibley County, Minnesota",27493,"Sibley County, Minnesota",731
"G2701450","2011-2015",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stearns County, Minnesota",27135,"Stearns County, Minnesota",487
"G2701470","2011-2015",,,"Minnesota","27","Steele County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steele County, Minnesota",28087,"Steele County, Minnesota",949
"G2701490","2011-2015",,,"Minnesota","27","Stevens County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stevens County, Minnesota",25739,"Stevens County, Minnesota",1449
"G2701510","2011-2015",,,"Minnesota","27","Swift County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swift County, Minnesota",27202,"Swift County, Minnesota",1006
"G2701530","2011-2015",,,"Minnesota","27","Todd County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Todd County, Minnesota",23808,"Todd County, Minnesota",564
"G2701550","2011-2015",,,"Minnesota","27","Traverse County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traverse County, Minnesota",29120,"Traverse County, Minnesota",1333
"G2701570","2011-2015",,,"Minnesota","27","Wabasha County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wabasha County, Minnesota",30468,"Wabasha County, Minnesota",1317
"G2701590","2011-2015",,,"Minnesota","27","Wadena County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wadena County, Minnesota",22002,"Wadena County, Minnesota",1272
"G2701610","2011-2015",,,"Minnesota","27","Waseca County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waseca County, Minnesota",26457,"Waseca County, Minnesota",1100
"G2701630","2011-2015",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Minnesota",38461,"Washington County, Minnesota",614
"G2701650","2011-2015",,,"Minnesota","27","Watonwan County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Watonwan County, Minnesota",25973,"Watonwan County, Minnesota",1235
"G2701670","2011-2015",,,"Minnesota","27","Wilkin County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkin County, Minnesota",26862,"Wilkin County, Minnesota",1242
"G2701690","2011-2015",,,"Minnesota","27","Winona County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winona County, Minnesota",24660,"Winona County, Minnesota",516
"G2701710","2011-2015",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wright County, Minnesota",30238,"Wright County, Minnesota",566
"G2701730","2011-2015",,,"Minnesota","27","Yellow Medicine County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yellow Medicine County, Minnesota",26885,"Yellow Medicine County, Minnesota",737
"G2800010","2011-2015",,,"Mississippi","28","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Mississippi",17669,"Adams County, Mississippi",1199
"G2800030","2011-2015",,,"Mississippi","28","Alcorn County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alcorn County, Mississippi",19467,"Alcorn County, Mississippi",934
"G2800050","2011-2015",,,"Mississippi","28","Amite County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amite County, Mississippi",17635,"Amite County, Mississippi",1303
"G2800070","2011-2015",,,"Mississippi","28","Attala County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attala County, Mississippi",20604,"Attala County, Mississippi",2364
"G2800090","2011-2015",,,"Mississippi","28","Benton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Mississippi",19935,"Benton County, Mississippi",3675
"G2800110","2011-2015",,,"Mississippi","28","Bolivar County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bolivar County, Mississippi",15751,"Bolivar County, Mississippi",623
"G2800130","2011-2015",,,"Mississippi","28","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Mississippi",17434,"Calhoun County, Mississippi",858
"G2800150","2011-2015",,,"Mississippi","28","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Mississippi",20627,"Carroll County, Mississippi",2075
"G2800170","2011-2015",,,"Mississippi","28","Chickasaw County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickasaw County, Mississippi",17538,"Chickasaw County, Mississippi",1560
"G2800190","2011-2015",,,"Mississippi","28","Choctaw County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Choctaw County, Mississippi",17464,"Choctaw County, Mississippi",1197
"G2800210","2011-2015",,,"Mississippi","28","Claiborne County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Claiborne County, Mississippi",12229,"Claiborne County, Mississippi",877
"G2800230","2011-2015",,,"Mississippi","28","Clarke County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarke County, Mississippi",20071,"Clarke County, Mississippi",965
"G2800250","2011-2015",,,"Mississippi","28","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Mississippi",18405,"Clay County, Mississippi",1079
"G2800270","2011-2015",,,"Mississippi","28","Coahoma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coahoma County, Mississippi",15393,"Coahoma County, Mississippi",851
"G2800290","2011-2015",,,"Mississippi","28","Copiah County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Copiah County, Mississippi",17762,"Copiah County, Mississippi",1081
"G2800310","2011-2015",,,"Mississippi","28","Covington County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Covington County, Mississippi",16245,"Covington County, Mississippi",1038
"G2800330","2011-2015",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeSoto County, Mississippi",26085,"DeSoto County, Mississippi",585
"G2800350","2011-2015",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forrest County, Mississippi",19897,"Forrest County, Mississippi",822
"G2800370","2011-2015",,,"Mississippi","28","Franklin County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Mississippi",22098,"Franklin County, Mississippi",1958
"G2800390","2011-2015",,,"Mississippi","28","George County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"George County, Mississippi",21413,"George County, Mississippi",1965
"G2800410","2011-2015",,,"Mississippi","28","Greene County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Mississippi",15728,"Greene County, Mississippi",1576
"G2800430","2011-2015",,,"Mississippi","28","Grenada County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grenada County, Mississippi",19138,"Grenada County, Mississippi",1933
"G2800450","2011-2015",,,"Mississippi","28","Hancock County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Mississippi",22286,"Hancock County, Mississippi",1125
"G2800470","2011-2015",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Mississippi",22120,"Harrison County, Mississippi",510
"G2800490","2011-2015",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hinds County, Mississippi",20598,"Hinds County, Mississippi",493
"G2800510","2011-2015",,,"Mississippi","28","Holmes County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holmes County, Mississippi",11972,"Holmes County, Mississippi",955
"G2800530","2011-2015",,,"Mississippi","28","Humphreys County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humphreys County, Mississippi",13503,"Humphreys County, Mississippi",1810
"G2800550","2011-2015",,,"Mississippi","28","Issaquena County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Issaquena County, Mississippi",12423,"Issaquena County, Mississippi",3011
"G2800570","2011-2015",,,"Mississippi","28","Itawamba County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Itawamba County, Mississippi",19483,"Itawamba County, Mississippi",1797
"G2800590","2011-2015",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Mississippi",24001,"Jackson County, Mississippi",666
"G2800610","2011-2015",,,"Mississippi","28","Jasper County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Mississippi",18260,"Jasper County, Mississippi",1604
"G2800630","2011-2015",,,"Mississippi","28","Jefferson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Mississippi",12601,"Jefferson County, Mississippi",1631
"G2800650","2011-2015",,,"Mississippi","28","Jefferson Davis County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson Davis County, Mississippi",15682,"Jefferson Davis County, Mississippi",1392
"G2800670","2011-2015",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Mississippi",20465,"Jones County, Mississippi",943
"G2800690","2011-2015",,,"Mississippi","28","Kemper County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kemper County, Mississippi",14516,"Kemper County, Mississippi",1291
"G2800710","2011-2015",,,"Mississippi","28","Lafayette County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Mississippi",23227,"Lafayette County, Mississippi",1506
"G2800730","2011-2015",,,"Mississippi","28","Lamar County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamar County, Mississippi",26403,"Lamar County, Mississippi",1338
"G2800750","2011-2015",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lauderdale County, Mississippi",21525,"Lauderdale County, Mississippi",1126
"G2800770","2011-2015",,,"Mississippi","28","Lawrence County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Mississippi",19844,"Lawrence County, Mississippi",1500
"G2800790","2011-2015",,,"Mississippi","28","Leake County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leake County, Mississippi",17696,"Leake County, Mississippi",1240
"G2800810","2011-2015",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Mississippi",22282,"Lee County, Mississippi",727
"G2800830","2011-2015",,,"Mississippi","28","Leflore County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leflore County, Mississippi",14563,"Leflore County, Mississippi",934
"G2800850","2011-2015",,,"Mississippi","28","Lincoln County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Mississippi",18844,"Lincoln County, Mississippi",1050
"G2800870","2011-2015",,,"Mississippi","28","Lowndes County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lowndes County, Mississippi",21410,"Lowndes County, Mississippi",844
"G2800890","2011-2015",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Mississippi",34478,"Madison County, Mississippi",1207
"G2800910","2011-2015",,,"Mississippi","28","Marion County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Mississippi",19491,"Marion County, Mississippi",1488
"G2800930","2011-2015",,,"Mississippi","28","Marshall County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Mississippi",19047,"Marshall County, Mississippi",1073
"G2800950","2011-2015",,,"Mississippi","28","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Mississippi",19215,"Monroe County, Mississippi",888
"G2800970","2011-2015",,,"Mississippi","28","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Mississippi",17674,"Montgomery County, Mississippi",1684
"G2800990","2011-2015",,,"Mississippi","28","Neshoba County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neshoba County, Mississippi",18572,"Neshoba County, Mississippi",809
"G2801010","2011-2015",,,"Mississippi","28","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Mississippi",20413,"Newton County, Mississippi",2357
"G2801030","2011-2015",,,"Mississippi","28","Noxubee County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Noxubee County, Mississippi",14450,"Noxubee County, Mississippi",1373
"G2801050","2011-2015",,,"Mississippi","28","Oktibbeha County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oktibbeha County, Mississippi",20091,"Oktibbeha County, Mississippi",1025
"G2801070","2011-2015",,,"Mississippi","28","Panola County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Panola County, Mississippi",19525,"Panola County, Mississippi",1632
"G2801090","2011-2015",,,"Mississippi","28","Pearl River County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pearl River County, Mississippi",19786,"Pearl River County, Mississippi",783
"G2801110","2011-2015",,,"Mississippi","28","Perry County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Mississippi",17928,"Perry County, Mississippi",1462
"G2801130","2011-2015",,,"Mississippi","28","Pike County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Mississippi",17777,"Pike County, Mississippi",877
"G2801150","2011-2015",,,"Mississippi","28","Pontotoc County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pontotoc County, Mississippi",19695,"Pontotoc County, Mississippi",1205
"G2801170","2011-2015",,,"Mississippi","28","Prentiss County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prentiss County, Mississippi",17644,"Prentiss County, Mississippi",1437
"G2801190","2011-2015",,,"Mississippi","28","Quitman County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quitman County, Mississippi",14503,"Quitman County, Mississippi",1261
"G2801210","2011-2015",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rankin County, Mississippi",27389,"Rankin County, Mississippi",670
"G2801230","2011-2015",,,"Mississippi","28","Scott County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Mississippi",17256,"Scott County, Mississippi",1446
"G2801250","2011-2015",,,"Mississippi","28","Sharkey County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharkey County, Mississippi",15993,"Sharkey County, Mississippi",1369
"G2801270","2011-2015",,,"Mississippi","28","Simpson County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simpson County, Mississippi",17412,"Simpson County, Mississippi",1292
"G2801290","2011-2015",,,"Mississippi","28","Smith County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Smith County, Mississippi",21050,"Smith County, Mississippi",2087
"G2801310","2011-2015",,,"Mississippi","28","Stone County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Mississippi",19484,"Stone County, Mississippi",1677
"G2801330","2011-2015",,,"Mississippi","28","Sunflower County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sunflower County, Mississippi",13718,"Sunflower County, Mississippi",854
"G2801350","2011-2015",,,"Mississippi","28","Tallahatchie County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tallahatchie County, Mississippi",13819,"Tallahatchie County, Mississippi",1142
"G2801370","2011-2015",,,"Mississippi","28","Tate County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tate County, Mississippi",21547,"Tate County, Mississippi",1559
"G2801390","2011-2015",,,"Mississippi","28","Tippah County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tippah County, Mississippi",20012,"Tippah County, Mississippi",1883
"G2801410","2011-2015",,,"Mississippi","28","Tishomingo County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tishomingo County, Mississippi",18881,"Tishomingo County, Mississippi",1090
"G2801430","2011-2015",,,"Mississippi","28","Tunica County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tunica County, Mississippi",17246,"Tunica County, Mississippi",2494
"G2801450","2011-2015",,,"Mississippi","28","Union County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Mississippi",18889,"Union County, Mississippi",1018
"G2801470","2011-2015",,,"Mississippi","28","Walthall County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walthall County, Mississippi",17872,"Walthall County, Mississippi",1621
"G2801490","2011-2015",,,"Mississippi","28","Warren County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Mississippi",22417,"Warren County, Mississippi",915
"G2801510","2011-2015",,,"Mississippi","28","Washington County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Mississippi",17160,"Washington County, Mississippi",677
"G2801530","2011-2015",,,"Mississippi","28","Wayne County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Mississippi",20231,"Wayne County, Mississippi",1631
